hgnc_symbol	chromosome	sex_bias	tissue
MCF2	X	F	Peripheral blood mononuclear cells
MED12	X	F	Peripheral blood mononuclear cells
MED14	X	F	Peripheral blood mononuclear cells
NCBP2L	X	F	Peripheral blood mononuclear cells
NKRF	X	F	Peripheral blood mononuclear cells
NOX1	X	F	Peripheral blood mononuclear cells
NUDT10	X	F	Peripheral blood mononuclear cells
NUDT11	X	F	Peripheral blood mononuclear cells
NUP62CL	X	F	Peripheral blood mononuclear cells
NXF2	X	F	Peripheral blood mononuclear cells
NXF2B	X	F	Peripheral blood mononuclear cells
OPHN1	X	F	Peripheral blood mononuclear cells
OPN1LW	X	F	Peripheral blood mononuclear cells
OPN1MW	X	F	Peripheral blood mononuclear cells
OPN1MW2	X	F	Peripheral blood mononuclear cells
OR13H1	X	F	Peripheral blood mononuclear cells
PAGE2B	X	F	Peripheral blood mononuclear cells
PAGE5	X	F	Peripheral blood mononuclear cells
PNPLA4	X	F	Peripheral blood mononuclear cells
POF1B	X	F	Peripheral blood mononuclear cells
PPEF1	X	F	Peripheral blood mononuclear cells
PPP1R3F	X	F	Peripheral blood mononuclear cells
PRKX	X	F	Peripheral blood mononuclear cells
PRRG1	X	F	Peripheral blood mononuclear cells
PUDP	X	F	Peripheral blood mononuclear cells
RAB41	X	F	Peripheral blood mononuclear cells
REPS2	X	F	Peripheral blood mononuclear cells
RGAG1	X	F	Peripheral blood mononuclear cells
RGN	X	F	Peripheral blood mononuclear cells
RIBC1	X	F	Peripheral blood mononuclear cells
RNF128	X	F	Peripheral blood mononuclear cells
RPS4X	X	F	Peripheral blood mononuclear cells
SAGE1	X	F	Peripheral blood mononuclear cells
SERPINA7	X	F	Peripheral blood mononuclear cells
SLC6A14	X	F	Peripheral blood mononuclear cells
SMC1A	X	F	Peripheral blood mononuclear cells
SPACA5	X	F	Peripheral blood mononuclear cells
SSX2	X	F	Peripheral blood mononuclear cells
SSX3	X	F	Peripheral blood mononuclear cells
SSX4	X	F	Peripheral blood mononuclear cells
SSX7	X	F	Peripheral blood mononuclear cells
STS	X	F	Peripheral blood mononuclear cells
SYAP1	X	F	Peripheral blood mononuclear cells
TBL1X	X	F	Peripheral blood mononuclear cells
TBX22	X	F	Peripheral blood mononuclear cells
TCEAL7	X	F	Peripheral blood mononuclear cells
TENM1	X	F	Peripheral blood mononuclear cells
TEX28	X	F	Peripheral blood mononuclear cells
TMEM164	X	F	Peripheral blood mononuclear cells
TMEM27	X	F	Peripheral blood mononuclear cells
TMEM31	X	F	Peripheral blood mononuclear cells
TMEM35	X	F	Peripheral blood mononuclear cells
TRPC5	X	F	Peripheral blood mononuclear cells
TSPAN7	X	F	Peripheral blood mononuclear cells
TXLNG	X	F	Peripheral blood mononuclear cells
UBA1	X	F	Peripheral blood mononuclear cells
USP9X	X	F	Peripheral blood mononuclear cells
VGLL1	X	F	Peripheral blood mononuclear cells
VSIG4	X	F	Peripheral blood mononuclear cells
WNK3	X	F	Peripheral blood mononuclear cells
XAGE1A	X	F	Peripheral blood mononuclear cells
XAGE1B	X	F	Peripheral blood mononuclear cells
XAGE1E	X	F	Peripheral blood mononuclear cells
XG	X	F	Peripheral blood mononuclear cells
XKRX	X	F	Peripheral blood mononuclear cells
ZCCHC16	X	F	Peripheral blood mononuclear cells
ZDHHC15	X	F	Peripheral blood mononuclear cells
ZFX	X	F	Peripheral blood mononuclear cells
ZNF711	X	F	Peripheral blood mononuclear cells
ZRSR2	X	F	Peripheral blood mononuclear cells
AJAP1	1	M	Peripheral blood mononuclear cells
AK2	1	M	Peripheral blood mononuclear cells
ALG14	1	M	Peripheral blood mononuclear cells
ANP32E	1	M	Peripheral blood mononuclear cells
ARL8A	1	M	Peripheral blood mononuclear cells
BTG2	1	M	Peripheral blood mononuclear cells
C1orf101	1	M	Peripheral blood mononuclear cells
C1orf174	1	M	Peripheral blood mononuclear cells
C1orf228	1	M	Peripheral blood mononuclear cells
CAPN2	1	M	Peripheral blood mononuclear cells
CERS2	1	M	Peripheral blood mononuclear cells
CSF1	1	M	Peripheral blood mononuclear cells
CYB561D1	1	M	Peripheral blood mononuclear cells
CYB5RL	1	M	Peripheral blood mononuclear cells
DENND1B	1	M	Peripheral blood mononuclear cells
DOCK7	1	M	Peripheral blood mononuclear cells
EFNA1	1	M	Peripheral blood mononuclear cells
F5	1	M	Peripheral blood mononuclear cells
FAAH	1	M	Peripheral blood mononuclear cells
FAM213B	1	M	Peripheral blood mononuclear cells
FOXO6	1	M	Peripheral blood mononuclear cells
GBP1	1	M	Peripheral blood mononuclear cells
GBP2	1	M	Peripheral blood mononuclear cells
GBP5	1	M	Peripheral blood mononuclear cells
GCLM	1	M	Peripheral blood mononuclear cells
GNB1	1	M	Peripheral blood mononuclear cells
GPR137B	1	M	Peripheral blood mononuclear cells
GPR89A	1	M	Peripheral blood mononuclear cells
GUCA2B	1	M	Peripheral blood mononuclear cells
H6PD	1	M	Peripheral blood mononuclear cells
HENMT1	1	M	Peripheral blood mononuclear cells
ID3	1	M	Peripheral blood mononuclear cells
IFFO2	1	M	Peripheral blood mononuclear cells
IKBKE	1	M	Peripheral blood mononuclear cells
INADL	1	M	Peripheral blood mononuclear cells
KCND3	1	M	Peripheral blood mononuclear cells
KCTD3	1	M	Peripheral blood mononuclear cells
KIFAP3	1	M	Peripheral blood mononuclear cells
LGR6	1	M	Peripheral blood mononuclear cells
LPGAT1	1	M	Peripheral blood mononuclear cells
LRIF1	1	M	Peripheral blood mononuclear cells
MFSD4	1	M	Peripheral blood mononuclear cells
MR1	1	M	Peripheral blood mononuclear cells
"NAV1"	1	M	Peripheral blood mononuclear cells
NEK2	1	M	Peripheral blood mononuclear cells
NIPAL3	1	M	Peripheral blood mononuclear cells
NR5A2	1	M	Peripheral blood mononuclear cells
NUCKS1	1	M	Peripheral blood mononuclear cells
OVGP1	1	M	Peripheral blood mononuclear cells
PER3	1	M	Peripheral blood mononuclear cells
PFKFB2	1	M	Peripheral blood mononuclear cells
PINK1	1	M	Peripheral blood mononuclear cells
PLCH2	1	M	Peripheral blood mononuclear cells
PSMA5	1	M	Peripheral blood mononuclear cells
PTPN22	1	M	Peripheral blood mononuclear cells
PTPN7	1	M	Peripheral blood mononuclear cells
RALGPS2	1	M	Peripheral blood mononuclear cells
RRAGC	1	M	Peripheral blood mononuclear cells
SCCPDH	1	M	Peripheral blood mononuclear cells
SH3GLB1	1	M	Peripheral blood mononuclear cells
SLC2A1	1	M	Peripheral blood mononuclear cells
SPRTN	1	M	Peripheral blood mononuclear cells
SUSD4	1	M	Peripheral blood mononuclear cells
SYT11	1	M	Peripheral blood mononuclear cells
TARS2	1	M	Peripheral blood mononuclear cells
THBS3	1	M	Peripheral blood mononuclear cells
TNNI3K	1	M	Peripheral blood mononuclear cells
TP73	1	M	Peripheral blood mononuclear cells
UCK2	1	M	Peripheral blood mononuclear cells
VAMP3	1	M	Peripheral blood mononuclear cells
WDR77	1	M	Peripheral blood mononuclear cells
WLS	1	M	Peripheral blood mononuclear cells
ZFYVE9	1	M	Peripheral blood mononuclear cells
ZMYM4	1	M	Peripheral blood mononuclear cells
ZSWIM5	1	M	Peripheral blood mononuclear cells
ZYG11B	1	M	Peripheral blood mononuclear cells
SEPT2	2	M	Peripheral blood mononuclear cells
ACKR3	2	M	Peripheral blood mononuclear cells
ACVR1C	2	M	Peripheral blood mononuclear cells
ACVR2A	2	M	Peripheral blood mononuclear cells
ADAM23	2	M	Peripheral blood mononuclear cells
AGAP1	2	M	Peripheral blood mononuclear cells
ANKAR	2	M	Peripheral blood mononuclear cells
ARL4C	2	M	Peripheral blood mononuclear cells
ATIC	2	M	Peripheral blood mononuclear cells
C2orf69	2	M	Peripheral blood mononuclear cells
CCDC93	2	M	Peripheral blood mononuclear cells
CENPO	2	M	Peripheral blood mononuclear cells
CHST10	2	M	Peripheral blood mononuclear cells
COL6A3	2	M	Peripheral blood mononuclear cells
DYNC2LI1	2	M	Peripheral blood mononuclear cells
EPT1	2	M	Peripheral blood mononuclear cells
ERCC3	2	M	Peripheral blood mononuclear cells
FARSB	2	M	Peripheral blood mononuclear cells
FASTKD2	2	M	Peripheral blood mononuclear cells
FBLN7	2	M	Peripheral blood mononuclear cells
FBXO11	2	M	Peripheral blood mononuclear cells
GFPT1	2	M	Peripheral blood mononuclear cells
GLB1L	2	M	Peripheral blood mononuclear cells
GPAT2	2	M	Peripheral blood mononuclear cells
GPR155	2	M	Peripheral blood mononuclear cells
HTR2B	2	M	Peripheral blood mononuclear cells
IAH1	2	M	Peripheral blood mononuclear cells
ICA1L	2	M	Peripheral blood mononuclear cells
IDH1	2	M	Peripheral blood mononuclear cells
IKZF2	2	M	Peripheral blood mononuclear cells
INO80D	2	M	Peripheral blood mononuclear cells
IRS1	2	M	Peripheral blood mononuclear cells
KANSL3	2	M	Peripheral blood mononuclear cells
KCMF1	2	M	Peripheral blood mononuclear cells
KCNF1	2	M	Peripheral blood mononuclear cells
LPIN1	2	M	Peripheral blood mononuclear cells
LY75	2	M	Peripheral blood mononuclear cells
MAT2A	2	M	Peripheral blood mononuclear cells
MTHFD2	2	M	Peripheral blood mononuclear cells
MYO1B	2	M	Peripheral blood mononuclear cells
MZT2A	2	M	Peripheral blood mononuclear cells
NCAPH	2	M	Peripheral blood mononuclear cells
OSGEPL1	2	M	Peripheral blood mononuclear cells
PCYOX1	2	M	Peripheral blood mononuclear cells
PPP1R21	2	M	Peripheral blood mononuclear cells
PQLC3	2	M	Peripheral blood mononuclear cells
RAPH1	2	M	Peripheral blood mononuclear cells
RQCD1	2	M	Peripheral blood mononuclear cells
RRM2	2	M	Peripheral blood mononuclear cells
SGPP2	2	M	Peripheral blood mononuclear cells
SP140	2	M	Peripheral blood mononuclear cells
SPOPL	2	M	Peripheral blood mononuclear cells
SPTBN1	2	M	Peripheral blood mononuclear cells
STAT1	2	M	Peripheral blood mononuclear cells
WDFY1	2	M	Peripheral blood mononuclear cells
APPL1	3	M	Peripheral blood mononuclear cells
ATP13A3	3	M	Peripheral blood mononuclear cells
C3orf14	3	M	Peripheral blood mononuclear cells
C3orf17	3	M	Peripheral blood mononuclear cells
C3orf58	3	M	Peripheral blood mononuclear cells
CAMP	3	M	Peripheral blood mononuclear cells
CCDC191	3	M	Peripheral blood mononuclear cells
CDV3	3	M	Peripheral blood mononuclear cells
CLDND1	3	M	Peripheral blood mononuclear cells
CRTAP	3	M	Peripheral blood mononuclear cells
CX3CR1	3	M	Peripheral blood mononuclear cells
DOCK3	3	M	Peripheral blood mononuclear cells
EPM2AIP1	3	M	Peripheral blood mononuclear cells
FAM131A	3	M	Peripheral blood mononuclear cells
FAM162A	3	M	Peripheral blood mononuclear cells
FANCD2	3	M	Peripheral blood mononuclear cells
GPR160	3	M	Peripheral blood mononuclear cells
GUCA1C	3	M	Peripheral blood mononuclear cells
IQCG	3	M	Peripheral blood mononuclear cells
LPP	3	M	Peripheral blood mononuclear cells
LRRC58	3	M	Peripheral blood mononuclear cells
LRRFIP2	3	M	Peripheral blood mononuclear cells
MORC1	3	M	Peripheral blood mononuclear cells
NCKIPSD	3	M	Peripheral blood mononuclear cells
NIT2	3	M	Peripheral blood mononuclear cells
PARP14	3	M	Peripheral blood mononuclear cells
PARP3	3	M	Peripheral blood mononuclear cells
PCYT1A	3	M	Peripheral blood mononuclear cells
PDIA5	3	M	Peripheral blood mononuclear cells
PFN2	3	M	Peripheral blood mononuclear cells
PHF7	3	M	Peripheral blood mononuclear cells
PIGX	3	M	Peripheral blood mononuclear cells
RAP2B	3	M	Peripheral blood mononuclear cells
RPP14	3	M	Peripheral blood mononuclear cells
SEC22C	3	M	Peripheral blood mononuclear cells
SELT	3	M	Peripheral blood mononuclear cells
SLC6A6	3	M	Peripheral blood mononuclear cells
SSR3	3	M	Peripheral blood mononuclear cells
TCAIM	3	M	Peripheral blood mononuclear cells
TFDP2	3	M	Peripheral blood mononuclear cells
TMEM110	3	M	Peripheral blood mononuclear cells
TTLL3	3	M	Peripheral blood mononuclear cells
UBE2E1	3	M	Peripheral blood mononuclear cells
WNT5A	3	M	Peripheral blood mononuclear cells
ZIC4	3	M	Peripheral blood mononuclear cells
ZNF621	3	M	Peripheral blood mononuclear cells
ZNF662	3	M	Peripheral blood mononuclear cells
ACSL1	4	M	Peripheral blood mononuclear cells
ADGRA3	4	M	Peripheral blood mononuclear cells
AFAP1	4	M	Peripheral blood mononuclear cells
APBB2	4	M	Peripheral blood mononuclear cells
C4orf26	4	M	Peripheral blood mononuclear cells
CCSER1	4	M	Peripheral blood mononuclear cells
CDS1	4	M	Peripheral blood mononuclear cells
CPEB2	4	M	Peripheral blood mononuclear cells
CTSO	4	M	Peripheral blood mononuclear cells
CWH43	4	M	Peripheral blood mononuclear cells
CXCL3	4	M	Peripheral blood mononuclear cells
CYP4V2	4	M	Peripheral blood mononuclear cells
ENOPH1	4	M	Peripheral blood mononuclear cells
EVC	4	M	Peripheral blood mononuclear cells
FRG1	4	M	Peripheral blood mononuclear cells
GNRHR	4	M	Peripheral blood mononuclear cells
HHIP	4	M	Peripheral blood mononuclear cells
KLKB1	4	M	Peripheral blood mononuclear cells
LARP1B	4	M	Peripheral blood mononuclear cells
MRPS18C	4	M	Peripheral blood mononuclear cells
"NAAA"	4	M	Peripheral blood mononuclear cells
PACRGL	4	M	Peripheral blood mononuclear cells
PCDH10	4	M	Peripheral blood mononuclear cells
PLAC8	4	M	Peripheral blood mononuclear cells
PLK4	4	M	Peripheral blood mononuclear cells
RBPJ	4	M	Peripheral blood mononuclear cells
RNF212	4	M	Peripheral blood mononuclear cells
RUFY3	4	M	Peripheral blood mononuclear cells
RXFP1	4	M	Peripheral blood mononuclear cells
SCFD2	4	M	Peripheral blood mononuclear cells
SEL1L3	4	M	Peripheral blood mononuclear cells
SLC25A4	4	M	Peripheral blood mononuclear cells
SLC4A4	4	M	Peripheral blood mononuclear cells
SLC9B2	4	M	Peripheral blood mononuclear cells
TSPAN5	4	M	Peripheral blood mononuclear cells
USP53	4	M	Peripheral blood mononuclear cells
WDR1	4	M	Peripheral blood mononuclear cells
WHSC1	4	M	Peripheral blood mononuclear cells
WWC2	4	M	Peripheral blood mononuclear cells
ADRB2	5	M	Peripheral blood mononuclear cells
ANXA6	5	M	Peripheral blood mononuclear cells
BNIP1	5	M	Peripheral blood mononuclear cells
BRD9	5	M	Peripheral blood mononuclear cells
C1QTNF3	5	M	Peripheral blood mononuclear cells
C5orf56	5	M	Peripheral blood mononuclear cells
CAST	5	M	Peripheral blood mononuclear cells
CCNB1	5	M	Peripheral blood mononuclear cells
CDC42SE2	5	M	Peripheral blood mononuclear cells
CTXN3	5	M	Peripheral blood mononuclear cells
FAM169A	5	M	Peripheral blood mononuclear cells
HDAC3	5	M	Peripheral blood mononuclear cells
IRF1	5	M	Peripheral blood mononuclear cells
LNPEP	5	M	Peripheral blood mononuclear cells
LRRTM2	5	M	Peripheral blood mononuclear cells
MAPK9	5	M	Peripheral blood mononuclear cells
MAST4	5	M	Peripheral blood mononuclear cells
MCCC2	5	M	Peripheral blood mononuclear cells
MTRR	5	M	Peripheral blood mononuclear cells
NUDT12	5	M	Peripheral blood mononuclear cells
PDLIM4	5	M	Peripheral blood mononuclear cells
PGGT1B	5	M	Peripheral blood mononuclear cells
PIK3R1	5	M	Peripheral blood mononuclear cells
RNF130	5	M	Peripheral blood mononuclear cells
RNF14	5	M	Peripheral blood mononuclear cells
SFXN1	5	M	Peripheral blood mononuclear cells
SH3TC2	5	M	Peripheral blood mononuclear cells
SLC22A5	5	M	Peripheral blood mononuclear cells
SMAD5	5	M	Peripheral blood mononuclear cells
SNX24	5	M	Peripheral blood mononuclear cells
SOWAHA	5	M	Peripheral blood mononuclear cells
UNC5A	5	M	Peripheral blood mononuclear cells
ZNF346	5	M	Peripheral blood mononuclear cells
ABCF1	6	M	Peripheral blood mononuclear cells
ADGRB3	6	M	Peripheral blood mononuclear cells
ADGRF1	6	M	Peripheral blood mononuclear cells
AKAP7	6	M	Peripheral blood mononuclear cells
ANKRD6	6	M	Peripheral blood mononuclear cells
ATXN1	6	M	Peripheral blood mononuclear cells
CD24	6	M	Peripheral blood mononuclear cells
CLIC5	6	M	Peripheral blood mononuclear cells
CMTR1	6	M	Peripheral blood mononuclear cells
CNR1	6	M	Peripheral blood mononuclear cells
DDX43	6	M	Peripheral blood mononuclear cells
DST	6	M	Peripheral blood mononuclear cells
ENPP4	6	M	Peripheral blood mononuclear cells
ERMARD	6	M	Peripheral blood mononuclear cells
EYS	6	M	Peripheral blood mononuclear cells
EZR	6	M	Peripheral blood mononuclear cells
FGFR1OP	6	M	Peripheral blood mononuclear cells
FNDC1	6	M	Peripheral blood mononuclear cells
FRK	6	M	Peripheral blood mononuclear cells
FUCA2	6	M	Peripheral blood mononuclear cells
HSD17B8	6	M	Peripheral blood mononuclear cells
IP6K3	6	M	Peripheral blood mononuclear cells
IRF4	6	M	Peripheral blood mononuclear cells
LIN28B	6	M	Peripheral blood mononuclear cells
LRRC1	6	M	Peripheral blood mononuclear cells
LRRC16A	6	M	Peripheral blood mononuclear cells
LYRM4	6	M	Peripheral blood mononuclear cells
MAS1L	6	M	Peripheral blood mononuclear cells
MB21D1	6	M	Peripheral blood mononuclear cells
MBOAT1	6	M	Peripheral blood mononuclear cells
MDC1	6	M	Peripheral blood mononuclear cells
MLLT4	6	M	Peripheral blood mononuclear cells
MRS2	6	M	Peripheral blood mononuclear cells
NQO2	6	M	Peripheral blood mononuclear cells
NUDT3	6	M	Peripheral blood mononuclear cells
NUP153	6	M	Peripheral blood mononuclear cells
OGFRL1	6	M	Peripheral blood mononuclear cells
PM20D2	6	M	Peripheral blood mononuclear cells
PNPLA1	6	M	Peripheral blood mononuclear cells
POLH	6	M	Peripheral blood mononuclear cells
PRDM1	6	M	Peripheral blood mononuclear cells
RPS6KA2	6	M	Peripheral blood mononuclear cells
SERPINB1	6	M	Peripheral blood mononuclear cells
SERPINB6	6	M	Peripheral blood mononuclear cells
SLC17A5	6	M	Peripheral blood mononuclear cells
SLC22A3	6	M	Peripheral blood mononuclear cells
TBC1D32	6	M	Peripheral blood mononuclear cells
TDP2	6	M	Peripheral blood mononuclear cells
TFAP2A	6	M	Peripheral blood mononuclear cells
TMEM14A	6	M	Peripheral blood mononuclear cells
TRAF3IP2	6	M	Peripheral blood mononuclear cells
TRDN	6	M	Peripheral blood mononuclear cells
UBE2J1	6	M	Peripheral blood mononuclear cells
UBE3D	6	M	Peripheral blood mononuclear cells
WRNIP1	6	M	Peripheral blood mononuclear cells
ZNF165	6	M	Peripheral blood mononuclear cells
ACHE	7	M	Peripheral blood mononuclear cells
ACTB	7	M	Peripheral blood mononuclear cells
AGBL3	7	M	Peripheral blood mononuclear cells
AGK	7	M	Peripheral blood mononuclear cells
ASB4	7	M	Peripheral blood mononuclear cells
BLVRA	7	M	Peripheral blood mononuclear cells
CARD11	7	M	Peripheral blood mononuclear cells
FAM220A	7	M	Peripheral blood mononuclear cells
FKBP14	7	M	Peripheral blood mononuclear cells
GNA12	7	M	Peripheral blood mononuclear cells
GSAP	7	M	Peripheral blood mononuclear cells
GTF2IRD2	7	M	Peripheral blood mononuclear cells
GTF2IRD2B	7	M	Peripheral blood mononuclear cells
ICA1	7	M	Peripheral blood mononuclear cells
IKZF1	7	M	Peripheral blood mononuclear cells
INSIG1	7	M	Peripheral blood mononuclear cells
LANCL2	7	M	Peripheral blood mononuclear cells
LMOD2	7	M	Peripheral blood mononuclear cells
NRCAM	7	M	Peripheral blood mononuclear cells
PSMC2	7	M	Peripheral blood mononuclear cells
PTN	7	M	Peripheral blood mononuclear cells
SYPL1	7	M	Peripheral blood mononuclear cells
TMEM213	7	M	Peripheral blood mononuclear cells
UBE2D4	7	M	Peripheral blood mononuclear cells
VKORC1L1	7	M	Peripheral blood mononuclear cells
WBSCR22	7	M	Peripheral blood mononuclear cells
WDR60	7	M	Peripheral blood mononuclear cells
YWHAG	7	M	Peripheral blood mononuclear cells
ADAM9	8	M	Peripheral blood mononuclear cells
ASH2L	8	M	Peripheral blood mononuclear cells
CPNE3	8	M	Peripheral blood mononuclear cells
CPQ	8	M	Peripheral blood mononuclear cells
DDHD2	8	M	Peripheral blood mononuclear cells
DMTN	8	M	Peripheral blood mononuclear cells
ERICH1	8	M	Peripheral blood mononuclear cells
FBXO25	8	M	Peripheral blood mononuclear cells
FZD6	8	M	Peripheral blood mononuclear cells
GFRA2	8	M	Peripheral blood mononuclear cells
HGSNAT	8	M	Peripheral blood mononuclear cells
IMPAD1	8	M	Peripheral blood mononuclear cells
JRK	8	M	Peripheral blood mononuclear cells
KLF10	8	M	Peripheral blood mononuclear cells
LPL	8	M	Peripheral blood mononuclear cells
MTDH	8	M	Peripheral blood mononuclear cells
MYOM2	8	M	Peripheral blood mononuclear cells
NEFL	8	M	Peripheral blood mononuclear cells
NSMAF	8	M	Peripheral blood mononuclear cells
PCM1	8	M	Peripheral blood mononuclear cells
PLEKHA2	8	M	Peripheral blood mononuclear cells
PNOC	8	M	Peripheral blood mononuclear cells
PSD3	8	M	Peripheral blood mononuclear cells
PTP4A3	8	M	Peripheral blood mononuclear cells
RNF170	8	M	Peripheral blood mononuclear cells
TCEB1	8	M	Peripheral blood mononuclear cells
TNFRSF10B	8	M	Peripheral blood mononuclear cells
TRAPPC9	8	M	Peripheral blood mononuclear cells
TSPYL5	8	M	Peripheral blood mononuclear cells
VDAC3	8	M	Peripheral blood mononuclear cells
ZNF250	8	M	Peripheral blood mononuclear cells
ZNF251	8	M	Peripheral blood mononuclear cells
ABCA1	9	M	Peripheral blood mononuclear cells
ABL1	9	M	Peripheral blood mononuclear cells
ABO	9	M	Peripheral blood mononuclear cells
ANKRD18A	9	M	Peripheral blood mononuclear cells
ANKRD18B	9	M	Peripheral blood mononuclear cells
C9orf135	9	M	Peripheral blood mononuclear cells
C9orf64	9	M	Peripheral blood mononuclear cells
CACNA1B	9	M	Peripheral blood mononuclear cells
CAMSAP1	9	M	Peripheral blood mononuclear cells
CARD19	9	M	Peripheral blood mononuclear cells
CDC14B	9	M	Peripheral blood mononuclear cells
CDK9	9	M	Peripheral blood mononuclear cells
CNTNAP3	9	M	Peripheral blood mononuclear cells
CORO2A	9	M	Peripheral blood mononuclear cells
DBH	9	M	Peripheral blood mononuclear cells
EXOSC2	9	M	Peripheral blood mononuclear cells
GBA2	9	M	Peripheral blood mononuclear cells
GLIS3	9	M	Peripheral blood mononuclear cells
IDNK	9	M	Peripheral blood mononuclear cells
JAK2	9	M	Peripheral blood mononuclear cells
KIAA0368	9	M	Peripheral blood mononuclear cells
MSANTD3	9	M	Peripheral blood mononuclear cells
MVB12B	9	M	Peripheral blood mononuclear cells
NR6A1	9	M	Peripheral blood mononuclear cells
OSTF1	9	M	Peripheral blood mononuclear cells
PDCL	9	M	Peripheral blood mononuclear cells
PGM5	9	M	Peripheral blood mononuclear cells
POMT1	9	M	Peripheral blood mononuclear cells
RABGAP1	9	M	Peripheral blood mononuclear cells
RAPGEF1	9	M	Peripheral blood mononuclear cells
RXRA	9	M	Peripheral blood mononuclear cells
SLC35D2	9	M	Peripheral blood mononuclear cells
SUSD1	9	M	Peripheral blood mononuclear cells
TRAF1	9	M	Peripheral blood mononuclear cells
TRMO	9	M	Peripheral blood mononuclear cells
VCP	9	M	Peripheral blood mononuclear cells
ZBTB6	9	M	Peripheral blood mononuclear cells
ZDHHC21	9	M	Peripheral blood mononuclear cells
ZNF658	9	M	Peripheral blood mononuclear cells
ACBD5	10	M	Peripheral blood mononuclear cells
ACSL5	10	M	Peripheral blood mononuclear cells
AKR1C8P	10	M	Peripheral blood mononuclear cells
ANKRD16	10	M	Peripheral blood mononuclear cells
ASB13	10	M	Peripheral blood mononuclear cells
BMPR1A	10	M	Peripheral blood mononuclear cells
CDC123	10	M	Peripheral blood mononuclear cells
CISD1	10	M	Peripheral blood mononuclear cells
CNNM1	10	M	Peripheral blood mononuclear cells
COMMD3	10	M	Peripheral blood mononuclear cells
CYP2E1	10	M	Peripheral blood mononuclear cells
DCLRE1A	10	M	Peripheral blood mononuclear cells
DHX32	10	M	Peripheral blood mononuclear cells
DNAJC1	10	M	Peripheral blood mononuclear cells
DNAJC12	10	M	Peripheral blood mononuclear cells
DPYSL4	10	M	Peripheral blood mononuclear cells
FAM107B	10	M	Peripheral blood mononuclear cells
FAM160B1	10	M	Peripheral blood mononuclear cells
FAM171A1	10	M	Peripheral blood mononuclear cells
FAM24B	10	M	Peripheral blood mononuclear cells
FAM35A	10	M	Peripheral blood mononuclear cells
FAM45A	10	M	Peripheral blood mononuclear cells
GOT1	10	M	Peripheral blood mononuclear cells
H2AFY2	10	M	Peripheral blood mononuclear cells
IDI1	10	M	Peripheral blood mononuclear cells
INPP5F	10	M	Peripheral blood mononuclear cells
KIAA1462	10	M	Peripheral blood mononuclear cells
KLF6	10	M	Peripheral blood mononuclear cells
MCM10	10	M	Peripheral blood mononuclear cells
NSMCE4A	10	M	Peripheral blood mononuclear cells
OBFC1	10	M	Peripheral blood mononuclear cells
PCBD1	10	M	Peripheral blood mononuclear cells
PITRM1	10	M	Peripheral blood mononuclear cells
PLEKHS1	10	M	Peripheral blood mononuclear cells
PNLIPRP1	10	M	Peripheral blood mononuclear cells
PTPN20	10	M	Peripheral blood mononuclear cells
REEP3	10	M	Peripheral blood mononuclear cells
SAR1A	10	M	Peripheral blood mononuclear cells
SEPHS1	10	M	Peripheral blood mononuclear cells
SGPL1	10	M	Peripheral blood mononuclear cells
SLK	10	M	Peripheral blood mononuclear cells
SORCS3	10	M	Peripheral blood mononuclear cells
UROS	10	M	Peripheral blood mononuclear cells
XPNPEP1	10	M	Peripheral blood mononuclear cells
ZDHHC16	10	M	Peripheral blood mononuclear cells
ZMYND11	10	M	Peripheral blood mononuclear cells
ACAT1	11	M	Peripheral blood mononuclear cells
ACER3	11	M	Peripheral blood mononuclear cells
ADAMTS8	11	M	Peripheral blood mononuclear cells
AHNAK	11	M	Peripheral blood mononuclear cells
ALG9	11	M	Peripheral blood mononuclear cells
ALKBH3	11	M	Peripheral blood mononuclear cells
ALKBH8	11	M	Peripheral blood mononuclear cells
ARFIP2	11	M	Peripheral blood mononuclear cells
ARHGEF12	11	M	Peripheral blood mononuclear cells
C11orf49	11	M	Peripheral blood mononuclear cells
CAT	11	M	Peripheral blood mononuclear cells
CD44	11	M	Peripheral blood mononuclear cells
CEP295	11	M	Peripheral blood mononuclear cells
COPB1	11	M	Peripheral blood mononuclear cells
CPT1A	11	M	Peripheral blood mononuclear cells
CTSW	11	M	Peripheral blood mononuclear cells
DDB2	11	M	Peripheral blood mononuclear cells
DHCR7	11	M	Peripheral blood mononuclear cells
EEF1G	11	M	Peripheral blood mononuclear cells
FADS2	11	M	Peripheral blood mononuclear cells
FAM76B	11	M	Peripheral blood mononuclear cells
FAR1	11	M	Peripheral blood mononuclear cells
FOLR3	11	M	Peripheral blood mononuclear cells
FXYD6	11	M	Peripheral blood mononuclear cells
GPR137	11	M	Peripheral blood mononuclear cells
GRM5	11	M	Peripheral blood mononuclear cells
IFT46	11	M	Peripheral blood mononuclear cells
INPPL1	11	M	Peripheral blood mononuclear cells
LDHA	11	M	Peripheral blood mononuclear cells
LPXN	11	M	Peripheral blood mononuclear cells
MAP6	11	M	Peripheral blood mononuclear cells
ME3	11	M	Peripheral blood mononuclear cells
MMP13	11	M	Peripheral blood mononuclear cells
MTCH2	11	M	Peripheral blood mononuclear cells
"NAALADL1"	11	M	Peripheral blood mononuclear cells
OR52N4	11	M	Peripheral blood mononuclear cells
PGM2L1	11	M	Peripheral blood mononuclear cells
PPME1	11	M	Peripheral blood mononuclear cells
PRDM11	11	M	Peripheral blood mononuclear cells
