group_one	group_two	intersection	union	jaccard
RNAseq_female_adolescent_1	microarray_female_fetus_1	418	6054	0.06904525933267261
RNAseq_female_adolescent_1	microarray_female_fetus_2	451	6119	0.07370485373427031
RNAseq_female_adolescent_1	microarray_female_fetus_3	478	6090	0.07848932676518884
RNAseq_female_adolescent_1	microarray_female_infant_1	1078	7770	0.13873873873873874
RNAseq_female_adolescent_1	microarray_female_infant_2	987	7216	0.13677937915742794
RNAseq_female_adolescent_1	microarray_female_infant_3	1234	8046	0.15336813323390505
RNAseq_female_adolescent_1	microarray_female_middle_adult_1	2314	11194	0.20671788458102555
RNAseq_female_adolescent_1	microarray_female_middle_adult_2	2523	11946	0.21120040180813662
RNAseq_female_adolescent_1	microarray_female_middle_adult_3	2653	12218	0.21713864789654608
RNAseq_female_adolescent_1	microarray_female_old_adult_1	2113	10646	0.19847830170956227
RNAseq_female_adolescent_1	microarray_female_old_adult_2	2194	10780	0.20352504638218924
RNAseq_female_adolescent_1	microarray_female_old_adult_3	2147	10644	0.20170988350244268
RNAseq_female_adolescent_1	microarray_female_older_adult_1	2127	10786	0.19720007417022065
RNAseq_female_adolescent_1	microarray_female_older_adult_2	2165	10822	0.2000554426168915
RNAseq_female_adolescent_1	microarray_female_older_adult_3	2300	11088	0.20743145743145744
RNAseq_female_adolescent_1	microarray_female_young_adult_1	2165	10317	0.2098478239798391
RNAseq_female_adolescent_1	microarray_female_young_adult_2	2125	10358	0.20515543541224174
RNAseq_female_adolescent_1	microarray_female_young_adult_3	2150	10439	0.20595842513650733
RNAseq_female_adolescent_1	microarray_female_young_child_1	1420	8655	0.16406701328711729
RNAseq_female_adolescent_1	microarray_female_young_child_2	1357	8583	0.15810322730979845
RNAseq_female_adolescent_1	microarray_female_young_child_3	1454	8788	0.1654528903049613
RNAseq_female_adolescent_1	microarray_male_adolescent_1	1924	9937	0.19361980477005133
RNAseq_female_adolescent_1	microarray_male_adolescent_2	1976	9823	0.2011605415860735
RNAseq_female_adolescent_1	microarray_male_adolescent_3	1908	9909	0.19255222524977295
RNAseq_female_adolescent_1	microarray_male_adult_1	2109	10809	0.19511518179295032
RNAseq_female_adolescent_1	microarray_male_adult_2	2126	10862	0.19572822684588473
RNAseq_female_adolescent_1	microarray_male_adult_3	2126	10801	0.19683362651606331
RNAseq_female_adolescent_1	microarray_male_child_1	1702	9275	0.18350404312668464
RNAseq_female_adolescent_1	microarray_male_child_2	1682	9148	0.18386532575426323
RNAseq_female_adolescent_1	microarray_male_child_3	1703	9287	0.1833746096694304
RNAseq_female_adolescent_1	microarray_male_elderly_1	1607	9179	0.17507353742237716
RNAseq_female_adolescent_1	microarray_male_elderly_2	1660	9283	0.17882150166971883
RNAseq_female_adolescent_1	microarray_male_elderly_3	1777	9556	0.1859564671410632
RNAseq_female_adolescent_1	microarray_male_fetus_1	493	6109	0.08070060566377475
RNAseq_female_adolescent_1	microarray_male_fetus_2	567	6414	0.08840037418147802
RNAseq_female_adolescent_1	microarray_male_fetus_3	518	6156	0.08414554905782975
RNAseq_female_adolescent_1	microarray_male_infant_1	1267	8284	0.1529454369869628
RNAseq_female_adolescent_1	microarray_male_infant_2	1241	8190	0.15152625152625152
RNAseq_female_adolescent_1	microarray_male_infant_3	1272	8243	0.15431275021230134
RNAseq_female_adolescent_1	microarray_male_middle_adult_1	2659	11949	0.2225290819315424
RNAseq_female_adolescent_1	microarray_male_middle_adult_2	2325	11074	0.20995123713202096
RNAseq_female_adolescent_1	microarray_male_middle_adult_3	2434	11412	0.21328426218016122
RNAseq_female_adolescent_1	microarray_male_old_adult_1	2322	11238	0.20662039508809396
RNAseq_female_adolescent_1	microarray_male_old_adult_2	2141	10573	0.20249692613260192
RNAseq_female_adolescent_1	microarray_male_old_adult_3	2031	10490	0.1936129647283127
RNAseq_female_adolescent_1	microarray_male_older_adult_1	2133	10694	0.1994576397980176
RNAseq_female_adolescent_1	microarray_male_older_adult_2	2454	11595	0.21164294954721863
RNAseq_female_adolescent_1	microarray_male_older_adult_3	2246	10981	0.20453510609234132
RNAseq_female_adolescent_1	microarray_male_young_adult_1	2300	10892	0.21116415717958134
RNAseq_female_adolescent_1	microarray_male_young_adult_2	2887	12676	0.22775323445881981
RNAseq_female_adolescent_1	microarray_male_young_adult_3	2237	10639	0.21026412256791052
RNAseq_female_adolescent_1	microarray_male_young_child_1	1718	9324	0.18425568425568425
RNAseq_female_adolescent_1	microarray_male_young_child_2	1661	9221	0.18013230669124825
RNAseq_female_adolescent_1	microarray_male_young_child_3	1782	9544	0.18671416596814752
RNAseq_female_adolescent_2	RNAseq_female_adolescent_1	2357	6828	0.34519625073227883
RNAseq_female_adolescent_2	RNAseq_female_adolescent_2	4152	4152	1
RNAseq_female_adolescent_2	RNAseq_female_adolescent_3	2103	6648	0.31633574007220217
RNAseq_female_adolescent_2	RNAseq_female_adult_1	1350	8390	0.16090584028605484
RNAseq_female_adolescent_2	RNAseq_female_adult_2	1079	7936	0.13596270161290322
RNAseq_female_adolescent_2	RNAseq_female_adult_3	1236	8059	0.1533689043305621
RNAseq_female_adolescent_2	RNAseq_female_child_1	846	7733	0.10940126729600413
RNAseq_female_adolescent_2	RNAseq_female_child_2	418	7402	0.056471223993515264
RNAseq_female_adolescent_2	RNAseq_female_child_3	811	7813	0.10380135671317035
RNAseq_female_adolescent_2	RNAseq_female_elderly_1	884	6931	0.1275429230991199
RNAseq_female_adolescent_2	RNAseq_female_elderly_2	873	6913	0.1262838131057428
RNAseq_female_adolescent_2	RNAseq_female_elderly_3	911	6743	0.13510306985021503
RNAseq_female_adolescent_2	RNAseq_female_fetus_1	153	4670	0.032762312633832974
RNAseq_female_adolescent_2	RNAseq_female_fetus_2	148	4602	0.03215993046501521
RNAseq_female_adolescent_2	RNAseq_female_fetus_3	203	4737	0.042854127084652735
RNAseq_female_adolescent_2	RNAseq_female_infant_1	446	5500	0.08109090909090909
RNAseq_female_adolescent_2	RNAseq_female_infant_2	522	5700	0.09157894736842105
RNAseq_female_adolescent_2	RNAseq_female_infant_3	503	5383	0.09344231840980866
RNAseq_female_adolescent_2	RNAseq_female_middle_adult_1	1420	8955	0.15857063093243998
RNAseq_female_adolescent_2	RNAseq_female_middle_adult_2	1350	8842	0.15268038905225062
RNAseq_female_adolescent_2	RNAseq_female_middle_adult_3	1389	8728	0.1591429880843263
RNAseq_female_adolescent_2	RNAseq_female_old_adult_1	1042	7549	0.13803152735461652
RNAseq_female_adolescent_2	RNAseq_female_old_adult_2	1178	8066	0.14604512769650385
RNAseq_female_adolescent_2	RNAseq_female_old_adult_3	1072	7605	0.14095989480604865
RNAseq_female_adolescent_2	RNAseq_female_older_adult_1	1291	8148	0.15844378988708885
RNAseq_female_adolescent_2	RNAseq_female_older_adult_2	1276	8196	0.15568570034163007
RNAseq_female_adolescent_2	RNAseq_female_older_adult_3	1355	8213	0.16498234506270545
RNAseq_female_adolescent_2	RNAseq_female_young_adult_1	1289	8264	0.15597773475314616
RNAseq_female_adolescent_2	RNAseq_female_young_adult_2	1157	8475	0.13651917404129793
RNAseq_female_adolescent_2	RNAseq_female_young_adult_3	1271	8245	0.15415403274711947
RNAseq_female_adolescent_2	RNAseq_female_young_child_1	897	7115	0.12607167955024595
RNAseq_female_adolescent_2	RNAseq_female_young_child_2	741	6700	0.11059701492537313
RNAseq_female_adolescent_2	RNAseq_female_young_child_3	961	7313	0.13140981813209354
RNAseq_female_adolescent_2	RNAseq_male_adolescent_1	1577	7844	0.20104538500764915
RNAseq_female_adolescent_2	RNAseq_male_adolescent_2	1585	7221	0.2194986843927434
RNAseq_female_adolescent_2	RNAseq_male_adolescent_3	1526	7778	0.19619439444587297
RNAseq_female_adolescent_2	RNAseq_male_adult_1	1330	8194	0.16231388821088602
RNAseq_female_adolescent_2	RNAseq_male_adult_2	1300	8315	0.15634395670475046
RNAseq_female_adolescent_2	RNAseq_male_adult_3	1343	8547	0.15713115713115713
RNAseq_female_adolescent_2	RNAseq_male_child_1	1137	7161	0.15877670716380393
RNAseq_female_adolescent_2	RNAseq_male_child_2	1115	7225	0.15432525951557094
RNAseq_female_adolescent_2	RNAseq_male_child_3	1221	7351	0.16609985036049518
RNAseq_female_adolescent_2	RNAseq_male_elderly_1	630	5994	0.10510510510510511
RNAseq_female_adolescent_2	RNAseq_male_elderly_2	897	6686	0.134160933293449
RNAseq_female_adolescent_2	RNAseq_male_elderly_3	832	6600	0.12606060606060607
RNAseq_female_adolescent_2	RNAseq_male_fetus_1	236	4831	0.04885116953011799
RNAseq_female_adolescent_2	RNAseq_male_fetus_2	219	4762	0.04598908021839563
RNAseq_female_adolescent_2	RNAseq_male_fetus_3	231	4845	0.04767801857585139
RNAseq_female_adolescent_2	RNAseq_male_infant_1	576	5685	0.10131926121372031
RNAseq_female_adolescent_2	RNAseq_male_infant_2	626	6018	0.10402126952475906
RNAseq_female_adolescent_2	RNAseq_male_infant_3	564	5711	0.09875678515146209
RNAseq_female_adolescent_2	RNAseq_male_middle_adult_1	1409	9001	0.15653816242639707
RNAseq_female_adolescent_2	RNAseq_male_middle_adult_2	1343	8816	0.1523366606170599
RNAseq_female_adolescent_2	RNAseq_male_middle_adult_3	1405	9083	0.15468457558075527
RNAseq_female_adolescent_2	RNAseq_male_old_adult_1	1214	7750	0.15664516129032258
RNAseq_female_adolescent_2	RNAseq_male_old_adult_2	1228	7822	0.15699309639478395
RNAseq_female_adolescent_2	RNAseq_male_old_adult_3	1191	7689	0.15489660554038237
RNAseq_female_adolescent_2	RNAseq_male_older_adult_1	1374	8558	0.16055153073147932
RNAseq_female_adolescent_2	RNAseq_male_older_adult_2	1387	8711	0.15922396969349098
RNAseq_female_adolescent_2	RNAseq_male_older_adult_3	1341	8459	0.15852937699491665
RNAseq_female_adolescent_2	RNAseq_male_young_adult_1	1388	8176	0.1697651663405088
RNAseq_female_adolescent_2	RNAseq_male_young_adult_2	1323	8226	0.16083150984682712
RNAseq_female_adolescent_2	RNAseq_male_young_adult_3	1451	8427	0.17218464459475497
RNAseq_female_adolescent_2	RNAseq_male_young_child_1	1084	7168	0.15122767857142858
RNAseq_female_adolescent_2	RNAseq_male_young_child_2	1061	7093	0.14958409699703934
RNAseq_female_adolescent_2	RNAseq_male_young_child_3	1137	7246	0.1569141595362959
RNAseq_female_adolescent_2	microarray_female_adolescent_1	1759	9846	0.17865122892545196
RNAseq_female_adolescent_2	microarray_female_adolescent_2	1538	8912	0.17257630161579893
RNAseq_female_adolescent_2	microarray_female_adolescent_3	1458	8789	0.16588917965638866
RNAseq_female_adolescent_2	microarray_female_adult_1	1825	10577	0.17254419967854778
RNAseq_female_adolescent_2	microarray_female_adult_2	1750	10144	0.17251577287066247
RNAseq_female_adolescent_2	microarray_female_adult_3	1816	10350	0.17545893719806763
RNAseq_female_adolescent_2	microarray_female_child_1	1100	7555	0.14559894109861019
RNAseq_female_adolescent_2	microarray_female_child_2	1220	7882	0.15478304998731288
RNAseq_female_adolescent_2	microarray_female_child_3	1286	8236	0.1561437591063623
RNAseq_female_adolescent_2	microarray_female_elderly_1	1401	8759	0.1599497659550177
RNAseq_female_adolescent_2	microarray_female_elderly_2	1563	9417	0.16597642561325263
RNAseq_female_adolescent_2	microarray_female_elderly_3	1613	9441	0.17085054549306217
RNAseq_female_adolescent_2	microarray_female_fetus_1	329	5262	0.06252375522614975
RNAseq_female_adolescent_2	microarray_female_fetus_2	359	5330	0.06735459662288931
RNAseq_female_adolescent_2	microarray_female_fetus_3	361	5326	0.06778069846038302
RNAseq_female_adolescent_2	microarray_female_infant_1	898	7069	0.1270335266657236
RNAseq_female_adolescent_2	microarray_female_infant_2	819	6503	0.12594187298170076
RNAseq_female_adolescent_2	microarray_female_infant_3	1046	7353	0.14225486196110432
RNAseq_female_adolescent_2	microarray_female_middle_adult_1	1910	10717	0.1782215172156387
RNAseq_female_adolescent_2	microarray_female_middle_adult_2	2077	11511	0.1804361045956042
RNAseq_female_adolescent_2	microarray_female_middle_adult_3	2143	11847	0.18088967671140374
RNAseq_female_adolescent_2	microarray_female_old_adult_1	1728	10150	0.1702463054187192
RNAseq_female_adolescent_2	microarray_female_old_adult_2	1802	10291	0.1751044602079487
RNAseq_female_adolescent_2	microarray_female_old_adult_3	1745	10165	0.17166748647319233
RNAseq_female_adolescent_2	microarray_female_older_adult_1	1816	10216	0.17776037588097102
RNAseq_female_adolescent_2	microarray_female_older_adult_2	1785	10321	0.17294835771727546
RNAseq_female_adolescent_2	microarray_female_older_adult_3	1863	10644	0.1750281848928974
RNAseq_female_adolescent_2	microarray_female_young_adult_1	1761	9840	0.17896341463414633
RNAseq_female_adolescent_2	microarray_female_young_adult_2	1744	9858	0.1769121525664435
RNAseq_female_adolescent_2	microarray_female_young_adult_3	1773	9935	0.17845998993457474
RNAseq_female_adolescent_2	microarray_female_young_child_1	1192	8002	0.14896275931017244
RNAseq_female_adolescent_2	microarray_female_young_child_2	1142	7917	0.1442465580396615
RNAseq_female_adolescent_2	microarray_female_young_child_3	1205	8156	0.14774399215301617
RNAseq_female_adolescent_2	microarray_male_adolescent_1	1586	9394	0.16883116883116883
RNAseq_female_adolescent_2	microarray_male_adolescent_2	1589	9329	0.1703290813592025
RNAseq_female_adolescent_2	microarray_male_adolescent_3	1588	9348	0.16987590928540863
RNAseq_female_adolescent_2	microarray_male_adult_1	1793	10244	0.1750292854353768
RNAseq_female_adolescent_2	microarray_male_adult_2	1772	10335	0.1714562167392356
RNAseq_female_adolescent_2	microarray_male_adult_3	1775	10271	0.17281666828935838
RNAseq_female_adolescent_2	microarray_male_child_1	1369	8727	0.15686948550475535
RNAseq_female_adolescent_2	microarray_male_child_2	1392	8557	0.16267383428771764
RNAseq_female_adolescent_2	microarray_male_child_3	1399	8710	0.1606199770378875
RNAseq_female_adolescent_2	microarray_male_elderly_1	1349	8556	0.15766713417484807
RNAseq_female_adolescent_2	microarray_male_elderly_2	1397	8665	0.16122331217541835
RNAseq_female_adolescent_2	microarray_male_elderly_3	1486	8966	0.16573722953379433
RNAseq_female_adolescent_2	microarray_male_fetus_1	376	5345	0.07034611786716558
RNAseq_female_adolescent_2	microarray_male_fetus_2	463	5637	0.08213588788362604
RNAseq_female_adolescent_2	microarray_male_fetus_3	411	5382	0.07636566332218506
RNAseq_female_adolescent_2	microarray_male_infant_1	1065	7605	0.14003944773175542
RNAseq_female_adolescent_2	microarray_male_infant_2	1102	7448	0.14795918367346939
RNAseq_female_adolescent_2	microarray_male_infant_3	1075	7559	0.1422145786479693
RNAseq_female_adolescent_2	microarray_male_middle_adult_1	2090	11637	0.17959955314943715
RNAseq_female_adolescent_2	microarray_male_middle_adult_2	1844	10674	0.17275623009181187
RNAseq_female_adolescent_2	microarray_male_middle_adult_3	1960	11005	0.17810086324398
RNAseq_female_adolescent_2	microarray_male_old_adult_1	1923	10756	0.17878393454815916
RNAseq_female_adolescent_2	microarray_male_old_adult_2	1738	10095	0.1721644378405151
RNAseq_female_adolescent_2	microarray_male_old_adult_3	1722	9918	0.1736237144585602
RNAseq_female_adolescent_2	microarray_male_older_adult_1	1790	10156	0.17625049231981094
RNAseq_female_adolescent_2	microarray_male_older_adult_2	2066	11102	0.1860925959286615
RNAseq_female_adolescent_2	microarray_male_older_adult_3	1866	10480	0.1780534351145038
RNAseq_female_adolescent_2	microarray_male_young_adult_1	1876	10435	0.17977958792525156
RNAseq_female_adolescent_2	microarray_male_young_adult_2	2390	12292	0.1944354051415555
RNAseq_female_adolescent_2	microarray_male_young_adult_3	1802	10193	0.17678799175905033
RNAseq_female_adolescent_2	microarray_male_young_child_1	1469	8692	0.1690059825126553
RNAseq_female_adolescent_2	microarray_male_young_child_2	1414	8587	0.16466752067078141
RNAseq_female_adolescent_2	microarray_male_young_child_3	1500	8945	0.16769144773616546
RNAseq_female_adolescent_3	RNAseq_female_adolescent_1	2976	6656	0.44711538461538464
RNAseq_female_adolescent_3	RNAseq_female_adolescent_2	2103	6648	0.31633574007220217
RNAseq_female_adolescent_3	RNAseq_female_adolescent_3	4599	4599	1
RNAseq_female_adolescent_3	RNAseq_female_adult_1	1460	8727	0.16729689469462589
RNAseq_female_adolescent_3	RNAseq_female_adult_2	1337	8125	0.16455384615384616
RNAseq_female_adolescent_3	RNAseq_female_adult_3	1304	8438	0.15453899028205736
RNAseq_female_adolescent_3	RNAseq_female_child_1	874	8152	0.10721295387634937
RNAseq_female_adolescent_3	RNAseq_female_child_2	709	7558	0.0938078856840434
RNAseq_female_adolescent_3	RNAseq_female_child_3	702	8369	0.08388098936551559
RNAseq_female_adolescent_3	RNAseq_female_elderly_1	1061	7201	0.14734064713234274
RNAseq_female_adolescent_3	RNAseq_female_elderly_2	978	7255	0.13480358373535492
RNAseq_female_adolescent_3	RNAseq_female_elderly_3	945	7156	0.1320570150922303
RNAseq_female_adolescent_3	RNAseq_female_fetus_1	200	5070	0.03944773175542406
RNAseq_female_adolescent_3	RNAseq_female_fetus_2	176	5021	0.03505277833100976
RNAseq_female_adolescent_3	RNAseq_female_fetus_3	245	5142	0.04764683002722676
RNAseq_female_adolescent_3	RNAseq_female_infant_1	482	5911	0.0815428861444764
RNAseq_female_adolescent_3	RNAseq_female_infant_2	601	6068	0.09904416611733685
RNAseq_female_adolescent_3	RNAseq_female_infant_3	499	5834	0.08553308193349332
RNAseq_female_adolescent_3	RNAseq_female_middle_adult_1	1559	9263	0.1683040051819065
RNAseq_female_adolescent_3	RNAseq_female_middle_adult_2	1540	9099	0.16924936806242444
RNAseq_female_adolescent_3	RNAseq_female_middle_adult_3	1483	9081	0.1633080057262416
RNAseq_female_adolescent_3	RNAseq_female_old_adult_1	1190	7848	0.15163098878695208
RNAseq_female_adolescent_3	RNAseq_female_old_adult_2	1362	8329	0.16352503301716892
RNAseq_female_adolescent_3	RNAseq_female_old_adult_3	1133	7991	0.1417845075710174
RNAseq_female_adolescent_3	RNAseq_female_older_adult_1	1376	8510	0.1616921269095182
RNAseq_female_adolescent_3	RNAseq_female_older_adult_2	1437	8482	0.1694175901909927
RNAseq_female_adolescent_3	RNAseq_female_older_adult_3	1464	8551	0.1712080458425915
RNAseq_female_adolescent_3	RNAseq_female_young_adult_1	1336	8664	0.15420129270544783
RNAseq_female_adolescent_3	RNAseq_female_young_adult_2	1437	8642	0.16628095348299005
RNAseq_female_adolescent_3	RNAseq_female_young_adult_3	1213	8750	0.13862857142857143
RNAseq_female_adolescent_3	RNAseq_female_young_child_1	925	7534	0.12277674542075923
RNAseq_female_adolescent_3	RNAseq_female_young_child_2	877	7011	0.1250891456282984
RNAseq_female_adolescent_3	RNAseq_female_young_child_3	921	7800	0.11807692307692308
RNAseq_female_adolescent_3	RNAseq_male_adolescent_1	1649	8219	0.20063268037474144
RNAseq_female_adolescent_3	RNAseq_male_adolescent_2	1581	7672	0.2060740354535975
RNAseq_female_adolescent_3	RNAseq_male_adolescent_3	1674	8077	0.2072551689983905
RNAseq_female_adolescent_3	RNAseq_male_adult_1	1479	8492	0.17416391898257183
RNAseq_female_adolescent_3	RNAseq_male_adult_2	1476	8586	0.1719077568134172
RNAseq_female_adolescent_3	RNAseq_male_adult_3	1496	8841	0.1692116276439317
RNAseq_female_adolescent_3	RNAseq_male_child_1	1279	7466	0.171309938387356
RNAseq_female_adolescent_3	RNAseq_male_child_2	1266	7521	0.1683286796968488
RNAseq_female_adolescent_3	RNAseq_male_child_3	1346	7673	0.17542030496546332
RNAseq_female_adolescent_3	RNAseq_male_elderly_1	701	6370	0.11004709576138147
RNAseq_female_adolescent_3	RNAseq_male_elderly_2	977	7053	0.13852261449028783
RNAseq_female_adolescent_3	RNAseq_male_elderly_3	903	6976	0.12944380733944955
RNAseq_female_adolescent_3	RNAseq_male_fetus_1	244	5270	0.04629981024667932
RNAseq_female_adolescent_3	RNAseq_male_fetus_2	210	5218	0.04024530471444998
RNAseq_female_adolescent_3	RNAseq_male_fetus_3	254	5269	0.048206490795217306
RNAseq_female_adolescent_3	RNAseq_male_infant_1	633	6075	0.10419753086419753
RNAseq_female_adolescent_3	RNAseq_male_infant_2	726	6365	0.11406127258444619
RNAseq_female_adolescent_3	RNAseq_male_infant_3	591	6131	0.09639536780296852
RNAseq_female_adolescent_3	RNAseq_male_middle_adult_1	1587	9270	0.17119741100323624
RNAseq_female_adolescent_3	RNAseq_male_middle_adult_2	1549	9057	0.17102793419454565
RNAseq_female_adolescent_3	RNAseq_male_middle_adult_3	1583	9352	0.16926860564585117
RNAseq_female_adolescent_3	RNAseq_male_old_adult_1	1338	8073	0.16573764399851357
RNAseq_female_adolescent_3	RNAseq_male_old_adult_2	1332	8165	0.1631353337415799
RNAseq_female_adolescent_3	RNAseq_male_old_adult_3	1296	8031	0.16137467314157639
RNAseq_female_adolescent_3	RNAseq_male_older_adult_1	1510	8869	0.17025594768294058
RNAseq_female_adolescent_3	RNAseq_male_older_adult_2	1568	8977	0.17466859752701347
RNAseq_female_adolescent_3	RNAseq_male_older_adult_3	1465	8782	0.16681849237075838
