group_one	group_two	intersection	union	jaccard
RNAseq_female_adolescent_1	microarray_female_infant_2	1336	8171	0.16350507893770652
RNAseq_female_adolescent_1	microarray_female_infant_3	1460	8670	0.16839677047289503
RNAseq_female_adolescent_1	microarray_female_middle_adult_1	2301	11090	0.20748422001803427
RNAseq_female_adolescent_1	microarray_female_middle_adult_2	2334	11220	0.20802139037433154
RNAseq_female_adolescent_1	microarray_female_middle_adult_3	2362	11170	0.21145926589077887
RNAseq_female_adolescent_1	microarray_female_old_adult_1	2216	10713	0.2068514888453281
RNAseq_female_adolescent_1	microarray_female_old_adult_2	2219	10783	0.20578688676620607
RNAseq_female_adolescent_1	microarray_female_old_adult_3	2348	11003	0.21339634645096792
RNAseq_female_adolescent_1	microarray_female_older_adult_1	2218	11039	0.20092399673883504
RNAseq_female_adolescent_1	microarray_female_older_adult_2	2700	12157	0.2220942666776343
RNAseq_female_adolescent_1	microarray_female_older_adult_3	2245	11002	0.204053808398473
RNAseq_female_adolescent_1	microarray_female_young_adult_1	3071	12519	0.24530713315760044
RNAseq_female_adolescent_1	microarray_female_young_adult_2	2330	10724	0.21726967549421858
RNAseq_female_adolescent_1	microarray_female_young_adult_3	2304	10566	0.21805792163543442
RNAseq_female_adolescent_1	microarray_female_young_child_1	1685	9123	0.18469801600350763
RNAseq_female_adolescent_1	microarray_female_young_child_2	1660	9269	0.17909159564138527
RNAseq_female_adolescent_1	microarray_female_young_child_3	1723	9327	0.18473249705157072
RNAseq_female_adolescent_1	microarray_male_adolescent_1	2037	10012	0.2034558529764283
RNAseq_female_adolescent_1	microarray_male_adolescent_2	2223	10327	0.21526096639876052
RNAseq_female_adolescent_1	microarray_male_adolescent_3	2814	11982	0.23485227841762643
RNAseq_female_adolescent_1	microarray_male_adult_1	2868	12838	0.22339928337747314
RNAseq_female_adolescent_1	microarray_male_adult_2	2872	12797	0.2244276002188013
RNAseq_female_adolescent_1	microarray_male_adult_3	2303	11204	0.2055515887183149
RNAseq_female_adolescent_1	microarray_male_child_1	3486	14252	0.24459724950884087
RNAseq_female_adolescent_1	microarray_male_child_2	1791	9648	0.18563432835820895
RNAseq_female_adolescent_1	microarray_male_child_3	1905	9914	0.1921525115997579
RNAseq_female_adolescent_1	microarray_male_elderly_1	1747	9525	0.18341207349081365
RNAseq_female_adolescent_1	microarray_male_elderly_2	1817	9775	0.18588235294117647
RNAseq_female_adolescent_1	microarray_male_elderly_3	1935	10188	0.18992932862190812
RNAseq_female_adolescent_1	microarray_male_fetus_1	762	6795	0.11214128035320088
RNAseq_female_adolescent_1	microarray_male_fetus_2	812	6969	0.11651599942602955
RNAseq_female_adolescent_1	microarray_male_fetus_3	727	6751	0.10768774996296845
RNAseq_female_adolescent_1	microarray_male_infant_1	1528	8876	0.17214961694456962
RNAseq_female_adolescent_1	microarray_male_infant_2	1519	8917	0.17034877200852305
RNAseq_female_adolescent_1	microarray_male_infant_3	1669	9099	0.18342675019232882
RNAseq_female_adolescent_1	microarray_male_middle_adult_1	2465	11353	0.21712322734079098
RNAseq_female_adolescent_1	microarray_male_middle_adult_2	2629	11805	0.22270224481152054
RNAseq_female_adolescent_1	microarray_male_middle_adult_3	2675	11928	0.22426224010731052
RNAseq_female_adolescent_1	microarray_male_old_adult_1	2408	11177	0.2154424264113805
RNAseq_female_adolescent_1	microarray_male_old_adult_2	2198	10697	0.20547817144993924
RNAseq_female_adolescent_1	microarray_male_old_adult_3	2148	10683	0.20106711597865767
RNAseq_female_adolescent_1	microarray_male_older_adult_1	2862	12703	0.2253011099740219
RNAseq_female_adolescent_1	microarray_male_older_adult_2	2438	11430	0.21329833770778653
RNAseq_female_adolescent_1	microarray_male_older_adult_3	2304	11077	0.20799855556558636
RNAseq_female_adolescent_1	microarray_male_young_adult_1	2309	10819	0.21342083371845827
RNAseq_female_adolescent_1	microarray_male_young_adult_2	2314	10824	0.2137841832963784
RNAseq_female_adolescent_1	microarray_male_young_adult_3	2265	10661	0.21245661757808837
RNAseq_female_adolescent_1	microarray_male_young_child_1	1894	9728	0.19469572368421054
RNAseq_female_adolescent_1	microarray_male_young_child_2	1791	9644	0.18571132310244712
RNAseq_female_adolescent_1	microarray_male_young_child_3	1929	9899	0.1948681685018689
RNAseq_female_adolescent_2	RNAseq_female_adolescent_1	2482	6912	0.35908564814814814
RNAseq_female_adolescent_2	RNAseq_female_adolescent_2	4190	4190	1
RNAseq_female_adolescent_2	RNAseq_female_adolescent_3	2222	6766	0.32840673958025424
RNAseq_female_adolescent_2	RNAseq_female_adult_1	1414	8441	0.1675156971922758
RNAseq_female_adolescent_2	RNAseq_female_adult_2	1216	8215	0.1480219111381619
RNAseq_female_adolescent_2	RNAseq_female_adult_3	1277	8198	0.15576969992681142
RNAseq_female_adolescent_2	RNAseq_female_child_1	867	7781	0.11142526667523454
RNAseq_female_adolescent_2	RNAseq_female_child_2	482	7429	0.06488087225736977
RNAseq_female_adolescent_2	RNAseq_female_child_3	834	7931	0.10515697894338671
RNAseq_female_adolescent_2	RNAseq_female_elderly_1	925	6998	0.1321806230351529
RNAseq_female_adolescent_2	RNAseq_female_elderly_2	1008	7174	0.1405073877892389
RNAseq_female_adolescent_2	RNAseq_female_elderly_3	944	7036	0.13416714042069358
RNAseq_female_adolescent_2	RNAseq_female_fetus_1	231	4660	0.049570815450643776
RNAseq_female_adolescent_2	RNAseq_female_fetus_2	229	4681	0.0489211706900235
RNAseq_female_adolescent_2	RNAseq_female_fetus_3	277	4764	0.058144416456759024
RNAseq_female_adolescent_2	RNAseq_female_infant_1	543	5524	0.09829833454018827
RNAseq_female_adolescent_2	RNAseq_female_infant_2	634	5655	0.1121131741821397
RNAseq_female_adolescent_2	RNAseq_female_infant_3	606	5550	0.10918918918918918
RNAseq_female_adolescent_2	RNAseq_female_middle_adult_1	1462	8986	0.16269752949031827
RNAseq_female_adolescent_2	RNAseq_female_middle_adult_2	1409	8868	0.15888588182228236
RNAseq_female_adolescent_2	RNAseq_female_middle_adult_3	1451	8800	0.16488636363636364
RNAseq_female_adolescent_2	RNAseq_female_old_adult_1	1164	7696	0.15124740124740124
RNAseq_female_adolescent_2	RNAseq_female_old_adult_2	1224	8225	0.1488145896656535
RNAseq_female_adolescent_2	RNAseq_female_old_adult_3	1128	7722	0.14607614607614608
RNAseq_female_adolescent_2	RNAseq_female_older_adult_1	1266	8205	0.15429616087751372
RNAseq_female_adolescent_2	RNAseq_female_older_adult_2	1298	8144	0.1593811394891945
RNAseq_female_adolescent_2	RNAseq_female_older_adult_3	1327	8164	0.16254287114159727
RNAseq_female_adolescent_2	RNAseq_female_young_adult_1	1311	8277	0.15839072127582457
RNAseq_female_adolescent_2	RNAseq_female_young_adult_2	1168	8474	0.1378333726693415
RNAseq_female_adolescent_2	RNAseq_female_young_adult_3	1268	8312	0.15255052935514918
RNAseq_female_adolescent_2	RNAseq_female_young_child_1	997	7328	0.13605349344978165
RNAseq_female_adolescent_2	RNAseq_female_young_child_2	760	6880	0.11046511627906977
RNAseq_female_adolescent_2	RNAseq_female_young_child_3	1051	7608	0.1381440588853838
RNAseq_female_adolescent_2	RNAseq_male_adolescent_1	1658	7978	0.20782150915016295
RNAseq_female_adolescent_2	RNAseq_male_adolescent_2	1611	7398	0.21776155717761558
RNAseq_female_adolescent_2	RNAseq_male_adolescent_3	1672	7949	0.2103409233865895
RNAseq_female_adolescent_2	RNAseq_male_adult_1	1395	8392	0.16622974261201143
RNAseq_female_adolescent_2	RNAseq_male_adult_2	1350	8452	0.15972550875532418
RNAseq_female_adolescent_2	RNAseq_male_adult_3	1410	8596	0.16402978129362494
RNAseq_female_adolescent_2	RNAseq_male_child_1	1188	7301	0.16271743596767566
RNAseq_female_adolescent_2	RNAseq_male_child_2	1223	7412	0.16500269832703723
RNAseq_female_adolescent_2	RNAseq_male_child_3	1297	7536	0.1721072186836518
RNAseq_female_adolescent_2	RNAseq_male_elderly_1	660	5967	0.11060834590246355
RNAseq_female_adolescent_2	RNAseq_male_elderly_2	952	6783	0.14035087719298245
RNAseq_female_adolescent_2	RNAseq_male_elderly_3	899	6697	0.1342392115872779
RNAseq_female_adolescent_2	RNAseq_male_fetus_1	332	4915	0.06754832146490336
RNAseq_female_adolescent_2	RNAseq_male_fetus_2	312	4892	0.06377759607522486
RNAseq_female_adolescent_2	RNAseq_male_fetus_3	287	4880	0.05881147540983606
RNAseq_female_adolescent_2	RNAseq_male_infant_1	667	5934	0.1124031007751938
RNAseq_female_adolescent_2	RNAseq_male_infant_2	794	6125	0.12963265306122448
RNAseq_female_adolescent_2	RNAseq_male_infant_3	632	5879	0.10750127572716449
RNAseq_female_adolescent_2	RNAseq_male_middle_adult_1	1477	8954	0.16495421040875585
RNAseq_female_adolescent_2	RNAseq_male_middle_adult_2	1412	8893	0.1587765658382998
RNAseq_female_adolescent_2	RNAseq_male_middle_adult_3	1484	9164	0.16193801833260585
RNAseq_female_adolescent_2	RNAseq_male_old_adult_1	1206	7949	0.1517171971317147
RNAseq_female_adolescent_2	RNAseq_male_old_adult_2	1239	7905	0.15673624288425048
RNAseq_female_adolescent_2	RNAseq_male_old_adult_3	1198	7917	0.1513199444233927
RNAseq_female_adolescent_2	RNAseq_male_older_adult_1	1468	8627	0.17016344036165526
RNAseq_female_adolescent_2	RNAseq_male_older_adult_2	1433	8770	0.16339794754846065
RNAseq_female_adolescent_2	RNAseq_male_older_adult_3	1352	8496	0.1591337099811676
RNAseq_female_adolescent_2	RNAseq_male_young_adult_1	1447	8190	0.1766788766788767
RNAseq_female_adolescent_2	RNAseq_male_young_adult_2	1398	8351	0.16740510118548677
RNAseq_female_adolescent_2	RNAseq_male_young_adult_3	1500	8370	0.17921146953405018
RNAseq_female_adolescent_2	RNAseq_male_young_child_1	1056	7263	0.14539446509706733
RNAseq_female_adolescent_2	RNAseq_male_young_child_2	1025	7042	0.1455552399886396
RNAseq_female_adolescent_2	RNAseq_male_young_child_3	1131	7349	0.15389848959042046
RNAseq_female_adolescent_2	microarray_female_adolescent_1	1619	9058	0.17873702804151026
RNAseq_female_adolescent_2	microarray_female_adolescent_2	1669	9321	0.17905804098272718
RNAseq_female_adolescent_2	microarray_female_adolescent_3	1534	8929	0.17179975361182664
RNAseq_female_adolescent_2	microarray_female_adult_1	1774	10349	0.17141752826360035
RNAseq_female_adolescent_2	microarray_female_adult_2	1906	10417	0.18297014495536143
RNAseq_female_adolescent_2	microarray_female_adult_3	1887	10453	0.18052233808476034
RNAseq_female_adolescent_2	microarray_female_child_1	1190	7803	0.15250544662309368
RNAseq_female_adolescent_2	microarray_female_child_2	1335	8169	0.16342269555637165
RNAseq_female_adolescent_2	microarray_female_child_3	1402	8645	0.16217466743782533
RNAseq_female_adolescent_2	microarray_female_elderly_1	1556	9266	0.1679257500539607
RNAseq_female_adolescent_2	microarray_female_elderly_2	1636	9684	0.16893845518380834
RNAseq_female_adolescent_2	microarray_female_elderly_3	1652	9662	0.17097909335541295
RNAseq_female_adolescent_2	microarray_female_fetus_1	581	5811	0.09998279125795904
RNAseq_female_adolescent_2	microarray_female_fetus_2	615	5821	0.1056519498367978
RNAseq_female_adolescent_2	microarray_female_fetus_3	559	5593	0.09994636152333274
RNAseq_female_adolescent_2	microarray_female_infant_1	1039	7670	0.13546284224250327
RNAseq_female_adolescent_2	microarray_female_infant_2	1059	7434	0.14245359160613397
RNAseq_female_adolescent_2	microarray_female_infant_3	1155	7961	0.14508227609596785
RNAseq_female_adolescent_2	microarray_female_middle_adult_1	1901	10476	0.18146239022527683
RNAseq_female_adolescent_2	microarray_female_middle_adult_2	1910	10630	0.17968015051740358
RNAseq_female_adolescent_2	microarray_female_middle_adult_3	1916	10602	0.18072061875117904
RNAseq_female_adolescent_2	microarray_female_old_adult_1	1783	10132	0.17597710225029609
RNAseq_female_adolescent_2	microarray_female_old_adult_2	1785	10203	0.17494854454572184
RNAseq_female_adolescent_2	microarray_female_old_adult_3	1845	10492	0.1758482653450248
RNAseq_female_adolescent_2	microarray_female_older_adult_1	1813	10430	0.1738255033557047
RNAseq_female_adolescent_2	microarray_female_older_adult_2	2147	11696	0.18356703146374828
RNAseq_female_adolescent_2	microarray_female_older_adult_3	1784	10449	0.17073404153507513
RNAseq_female_adolescent_2	microarray_female_young_adult_1	2425	12151	0.19957205168298905
RNAseq_female_adolescent_2	microarray_female_young_adult_2	1886	10154	0.185739610005909
RNAseq_female_adolescent_2	microarray_female_young_adult_3	1843	10013	0.1840607210626186
RNAseq_female_adolescent_2	microarray_female_young_child_1	1387	8407	0.16498156298322827
RNAseq_female_adolescent_2	microarray_female_young_child_2	1329	8586	0.15478686233403213
RNAseq_female_adolescent_2	microarray_female_young_child_3	1417	8619	0.16440422322775264
RNAseq_female_adolescent_2	microarray_male_adolescent_1	1645	9390	0.1751863684771033
RNAseq_female_adolescent_2	microarray_male_adolescent_2	1754	9782	0.17930893477816398
RNAseq_female_adolescent_2	microarray_male_adolescent_3	2268	11514	0.1969775924960917
RNAseq_female_adolescent_2	microarray_male_adult_1	2301	12391	0.18569929787749173
RNAseq_female_adolescent_2	microarray_male_adult_2	2332	12323	0.1892396332061998
RNAseq_female_adolescent_2	microarray_male_adult_3	1893	10600	0.17858490566037735
RNAseq_female_adolescent_2	microarray_male_child_1	2803	13921	0.20135047769556785
RNAseq_female_adolescent_2	microarray_male_child_2	1477	8948	0.1650648189539562
RNAseq_female_adolescent_2	microarray_male_child_3	1528	9277	0.1647084186698286
RNAseq_female_adolescent_2	microarray_male_elderly_1	1419	8839	0.16053852245729155
RNAseq_female_adolescent_2	microarray_male_elderly_2	1440	9138	0.15758371634931057
RNAseq_female_adolescent_2	microarray_male_elderly_3	1583	9526	0.16617677934075162
RNAseq_female_adolescent_2	microarray_male_fetus_1	638	5905	0.10804403048264183
RNAseq_female_adolescent_2	microarray_male_fetus_2	696	6071	0.11464338659199473
RNAseq_female_adolescent_2	microarray_male_fetus_3	595	5869	0.10138013290168683
RNAseq_female_adolescent_2	microarray_male_infant_1	1274	8116	0.15697387875800886
RNAseq_female_adolescent_2	microarray_male_infant_2	1243	8179	0.15197456901821738
RNAseq_female_adolescent_2	microarray_male_infant_3	1314	8440	0.1556872037914692
RNAseq_female_adolescent_2	microarray_male_middle_adult_1	1925	10879	0.1769464105156724
RNAseq_female_adolescent_2	microarray_male_middle_adult_2	2034	11386	0.17864043562269455
RNAseq_female_adolescent_2	microarray_male_middle_adult_3	2121	11468	0.18494942448552493
RNAseq_female_adolescent_2	microarray_male_old_adult_1	1957	10614	0.1843791219144526
RNAseq_female_adolescent_2	microarray_male_old_adult_2	1776	10105	0.17575457694210786
RNAseq_female_adolescent_2	microarray_male_old_adult_3	1761	10056	0.17511933174224345
RNAseq_female_adolescent_2	microarray_male_older_adult_1	2311	12240	0.18880718954248366
RNAseq_female_adolescent_2	microarray_male_older_adult_2	1983	10871	0.1824119216263453
RNAseq_female_adolescent_2	microarray_male_older_adult_3	1868	10499	0.17792170682922184
RNAseq_female_adolescent_2	microarray_male_young_adult_1	1834	10280	0.1784046692607004
RNAseq_female_adolescent_2	microarray_male_young_adult_2	1875	10249	0.18294467752951507
RNAseq_female_adolescent_2	microarray_male_young_adult_3	1830	10082	0.18151160484030945
RNAseq_female_adolescent_2	microarray_male_young_child_1	1514	9094	0.16648339564548054
RNAseq_female_adolescent_2	microarray_male_young_child_2	1435	8986	0.15969285555308257
RNAseq_female_adolescent_2	microarray_male_young_child_3	1588	9226	0.17212226316930415
RNAseq_female_adolescent_3	RNAseq_female_adolescent_1	3102	6900	0.44956521739130434
RNAseq_female_adolescent_3	RNAseq_female_adolescent_2	2222	6766	0.32840673958025424
RNAseq_female_adolescent_3	RNAseq_female_adolescent_3	4798	4798	1
RNAseq_female_adolescent_3	RNAseq_female_adult_1	1560	8903	0.17522183533640345
RNAseq_female_adolescent_3	RNAseq_female_adult_2	1496	8543	0.17511412852627883
RNAseq_female_adolescent_3	RNAseq_female_adult_3	1352	8731	0.1548505325850418
RNAseq_female_adolescent_3	RNAseq_female_child_1	943	8313	0.11343678575724768
RNAseq_female_adolescent_3	RNAseq_female_child_2	806	7713	0.10449889796447556
RNAseq_female_adolescent_3	RNAseq_female_child_3	781	8592	0.09089851024208566
RNAseq_female_adolescent_3	RNAseq_female_elderly_1	1036	7495	0.1382254836557705
RNAseq_female_adolescent_3	RNAseq_female_elderly_2	1118	7672	0.1457247132429614
RNAseq_female_adolescent_3	RNAseq_female_elderly_3	1033	7555	0.13673064195896756
RNAseq_female_adolescent_3	RNAseq_female_fetus_1	243	5256	0.046232876712328765
RNAseq_female_adolescent_3	RNAseq_female_fetus_2	244	5274	0.04626469472885855
RNAseq_female_adolescent_3	RNAseq_female_fetus_3	304	5345	0.0568755846585594
RNAseq_female_adolescent_3	RNAseq_female_infant_1	584	6091	0.09587916598259727
RNAseq_female_adolescent_3	RNAseq_female_infant_2	704	6193	0.11367673179396093
RNAseq_female_adolescent_3	RNAseq_female_infant_3	613	6151	0.09965859209884571
RNAseq_female_adolescent_3	RNAseq_female_middle_adult_1	1647	9409	0.17504516951854607
RNAseq_female_adolescent_3	RNAseq_female_middle_adult_2	1682	9203	0.18276648918830815
RNAseq_female_adolescent_3	RNAseq_female_middle_adult_3	1642	9217	0.1781490723662797
RNAseq_female_adolescent_3	RNAseq_female_old_adult_1	1231	8237	0.14944761442272672
RNAseq_female_adolescent_3	RNAseq_female_old_adult_2	1449	8608	0.1683317843866171
RNAseq_female_adolescent_3	RNAseq_female_old_adult_3	1235	8223	0.15018849568284082
RNAseq_female_adolescent_3	RNAseq_female_older_adult_1	1488	8591	0.1732045163543243
RNAseq_female_adolescent_3	RNAseq_female_older_adult_2	1509	8541	0.17667720407446436
RNAseq_female_adolescent_3	RNAseq_female_older_adult_3	1516	8583	0.17662821857159502
RNAseq_female_adolescent_3	RNAseq_female_young_adult_1	1393	8803	0.15824150857662161
RNAseq_female_adolescent_3	RNAseq_female_young_adult_2	1515	8735	0.17344018317115054
RNAseq_female_adolescent_3	RNAseq_female_young_adult_3	1300	8888	0.14626462646264626
RNAseq_female_adolescent_3	RNAseq_female_young_child_1	1025	7908	0.12961557916034397
RNAseq_female_adolescent_3	RNAseq_female_young_child_2	957	7291	0.1312577149910849
RNAseq_female_adolescent_3	RNAseq_female_young_child_3	1020	8247	0.12368133866860677
RNAseq_female_adolescent_3	RNAseq_male_adolescent_1	1784	8460	0.21087470449172577
RNAseq_female_adolescent_3	RNAseq_male_adolescent_2	1646	7971	0.20649855727010413
RNAseq_female_adolescent_3	RNAseq_male_adolescent_3	1848	8381	0.2204987471662093
RNAseq_female_adolescent_3	RNAseq_male_adult_1	1573	8822	0.17830423940149626
RNAseq_female_adolescent_3	RNAseq_male_adult_2	1562	8848	0.1765370705244123
RNAseq_female_adolescent_3	RNAseq_male_adult_3	1575	9039	0.1742449385994026
RNAseq_female_adolescent_3	RNAseq_male_child_1	1322	7775	0.17003215434083602
RNAseq_female_adolescent_3	RNAseq_male_child_2	1393	7850	0.17745222929936305
RNAseq_female_adolescent_3	RNAseq_male_child_3	1456	7985	0.18234189104571072
RNAseq_female_adolescent_3	RNAseq_male_elderly_1	767	6468	0.11858379715522573
RNAseq_female_adolescent_3	RNAseq_male_elderly_2	1060	7283	0.14554441850885624
RNAseq_female_adolescent_3	RNAseq_male_elderly_3	1035	7169	0.1443715999442042
RNAseq_female_adolescent_3	RNAseq_male_fetus_1	331	5524	0.05992034757422158
RNAseq_female_adolescent_3	RNAseq_male_fetus_2	334	5478	0.06097115735669952
RNAseq_female_adolescent_3	RNAseq_male_fetus_3	328	5447	0.060216633008995775
RNAseq_female_adolescent_3	RNAseq_male_infant_1	770	6439	0.11958378630222084
RNAseq_female_adolescent_3	RNAseq_male_infant_2	893	6634	0.1346095869761833
RNAseq_female_adolescent_3	RNAseq_male_infant_3	720	6399	0.11251758087201125
RNAseq_female_adolescent_3	RNAseq_male_middle_adult_1	1662	9377	0.17724218833315558
RNAseq_female_adolescent_3	RNAseq_male_middle_adult_2	1633	9280	0.17596982758620688
RNAseq_female_adolescent_3	RNAseq_male_middle_adult_3	1698	9558	0.17765222849968612
RNAseq_female_adolescent_3	RNAseq_male_old_adult_1	1421	8342	0.17034284344281947
RNAseq_female_adolescent_3	RNAseq_male_old_adult_2	1367	8385	0.16302921884317234
RNAseq_female_adolescent_3	RNAseq_male_old_adult_3	1363	8360	0.16303827751196173
RNAseq_female_adolescent_3	RNAseq_male_older_adult_1	1623	9080	0.1787444933920705
RNAseq_female_adolescent_3	RNAseq_male_older_adult_2	1658	9153	0.18114279471211625
RNAseq_female_adolescent_3	RNAseq_male_older_adult_3	1529	8927	0.17127814495351182
