experiment	run	sex	age_group	fold
GSE11375	GSM287417	female	adult	4
GSE11375	GSM287418	female	young_adult	4
GSE11375	GSM287420	female	young_adult	4
GSE11375	GSM287421	female	young_adult	4
GSE11375	GSM287422	female	adolescent	4
GSE11375	GSM287423	female	young_adult	4
GSE11375	GSM287424	female	middle_adult	4
GSE11375	GSM287426	female	young_adult	4
GSE11375	GSM287427	female	young_adult	4
GSE11375	GSM287433	female	young_adult	4
GSE11375	GSM287447	female	middle_adult	4
GSE11375	GSM287453	female	young_adult	4
GSE11375	GSM287457	female	adult	4
GSE11375	GSM287459	female	young_adult	4
GSE11375	GSM287460	female	adult	4
GSE11375	GSM287461	female	adult	4
GSE11375	GSM287467	female	young_adult	4
GSE11375	GSM287470	female	adult	4
GSE12417	GSM316675	female	old_adult	4
GSE12417	GSM316695	female	old_adult	4
GSE12417	GSM316702	female	old_adult	4
GSE12417	GSM316712	female	older_adult	4
GSE14834	GSM371767	female	adult	4
GSE14834	GSM371772	female	old_adult	4
GSE14844	GSM371373	female	child	2
GSE14844	GSM371374	female	child	2
GSE14844	GSM371375	female	child	2
GSE14844	GSM371376	female	child	2
GSE14844	GSM371377	female	child	2
GSE14844	GSM371378	female	child	2
GSE14844	GSM371379	female	child	2
GSE14844	GSM371380	female	child	2
GSE14844	GSM371381	female	child	2
GSE14844	GSM371382	female	child	2
GSE14844	GSM371383	female	child	2
GSE14844	GSM371384	female	child	2
GSE14844	GSM371385	female	child	2
GSE14844	GSM371386	female	child	2
GSE14844	GSM371387	female	child	2
GSE14844	GSM371388	female	child	2
GSE14844	GSM371389	female	child	2
GSE14844	GSM371390	female	child	2
GSE14844	GSM371391	female	child	2
GSE14844	GSM371392	female	child	2
GSE14844	GSM371393	female	child	2
GSE14844	GSM371394	female	child	2
GSE14844	GSM371401	female	child	2
GSE14844	GSM371402	female	child	2
GSE14844	GSM371403	female	child	2
GSE14844	GSM371404	female	child	2
GSE14844	GSM371405	female	child	2
GSE14844	GSM371406	female	child	2
GSE14844	GSM371407	female	child	2
GSE14844	GSM371408	female	child	2
GSE14926	GSM372801	female	adult	4
GSE14926	GSM372802	female	middle_adult	4
GSE14926	GSM372803	female	young_adult	4
GSE14926	GSM372805	female	adult	4
GSE14926	GSM372806	female	middle_adult	4
GSE14926	GSM372807	female	young_adult	4
GSE14926	GSM372808	female	young_adult	4
GSE14926	GSM372812	female	young_adult	4
GSE14926	GSM372816	female	young_adult	4
GSE15434	GSM387060	female	middle_adult	4
GSE15434	GSM387061	female	adult	4
GSE15434	GSM387064	female	young_adult	4
GSE15434	GSM387065	female	young_adult	4
GSE15434	GSM387147	female	middle_adult	4
GSE15434	GSM387149	female	older_adult	4
GSE15434	GSM387194	female	adult	4
GSE15434	GSM387218	female	older_adult	4
GSE15434	GSM387223	female	adult	4
GSE15434	GSM387244	female	middle_adult	4
GSE15434	GSM387258	female	adult	4
GSE15434	GSM387263	female	middle_adult	4
GSE15434	GSM387271	female	adult	4
GSE15434	GSM387282	female	adult	4
GSE15434	GSM387286	female	young_adult	4
GSE15434	GSM387289	female	adult	4
GSE16028	GSM401109	female	young_adult	1
GSE16028	GSM401110	female	young_adult	1
GSE16028	GSM401111	female	young_adult	1
GSE16028	GSM401112	female	young_adult	1
GSE16028	GSM401113	female	young_adult	1
GSE16028	GSM401114	female	adult	1
GSE16028	GSM401115	female	adult	1
GSE16028	GSM401116	female	adult	1
GSE16028	GSM401117	female	adult	1
GSE16028	GSM401118	female	adult	1
GSE16028	GSM401119	female	adult	1
GSE16028	GSM401120	female	adult	1
GSE16028	GSM401121	female	adult	1
GSE16028	GSM401122	female	adult	1
GSE16028	GSM401123	female	adult	1
GSE16028	GSM401124	female	young_adult	1
GSE16028	GSM401125	female	young_adult	1
GSE16028	GSM401126	female	young_adult	1
GSE16028	GSM401127	female	young_adult	1
GSE16028	GSM401128	female	young_adult	1
GSE16028	GSM401129	female	young_adult	1
GSE16028	GSM401130	female	young_adult	1
GSE16028	GSM401131	female	young_adult	1
GSE16028	GSM401132	female	young_adult	1
GSE16028	GSM401133	female	young_adult	1
GSE16028	GSM401134	female	older_adult	1
GSE16028	GSM401135	female	older_adult	1
GSE16028	GSM401136	female	older_adult	1
GSE16028	GSM401137	female	older_adult	1
GSE16028	GSM401138	female	older_adult	1
GSE16028	GSM401139	female	middle_adult	1
GSE16028	GSM401140	female	middle_adult	1
GSE16028	GSM401141	female	middle_adult	1
GSE16028	GSM401142	female	middle_adult	1
GSE16028	GSM401143	female	middle_adult	1
GSE16028	GSM401144	female	middle_adult	1
GSE16028	GSM401145	female	middle_adult	1
GSE16028	GSM401146	female	middle_adult	1
GSE16028	GSM401147	female	middle_adult	1
GSE16028	GSM401148	female	middle_adult	1
GSE16028	GSM401149	female	middle_adult	1
GSE16028	GSM401150	female	middle_adult	1
GSE16028	GSM401151	female	middle_adult	1
GSE16028	GSM401152	female	middle_adult	1
GSE16028	GSM401153	female	middle_adult	1
GSE16028	GSM401154	female	middle_adult	1
GSE16028	GSM401155	female	middle_adult	1
GSE16028	GSM401156	female	middle_adult	1
GSE16028	GSM401157	female	middle_adult	1
GSE16028	GSM401158	female	middle_adult	1
GSE16028	GSM401159	female	middle_adult	1
GSE16028	GSM401160	female	middle_adult	1
GSE16028	GSM401161	female	middle_adult	1
GSE16028	GSM401162	female	middle_adult	1
GSE16028	GSM401163	female	older_adult	1
GSE16028	GSM401164	female	older_adult	1
GSE16028	GSM401165	female	older_adult	1
GSE16028	GSM401166	female	older_adult	1
GSE16028	GSM401167	female	older_adult	1
GSE16363	GSM410750	female	young_adult	4
GSE16363	GSM410751	female	young_adult	4
GSE16363	GSM410754	female	middle_adult	4
GSE16363	GSM410766	female	adult	4
GSE16363	GSM410767	female	adult	4
GSE16363	GSM410795	female	adult	4
GSE16363	GSM410796	female	adult	4
GSE16791	GSM421636	female	middle_adult	4
GSE16791	GSM421637	female	middle_adult	4
GSE16791	GSM421640	female	middle_adult	4
GSE16791	GSM421641	female	older_adult	4
GSE16791	GSM421644	female	middle_adult	4
GSE16791	GSM421649	female	older_adult	4
GSE16791	GSM421650	female	older_adult	4
GSE16791	GSM421651	female	adult	4
GSE16791	GSM421652	female	middle_adult	4
GSE16791	GSM421654	female	older_adult	4
GSE16791	GSM421660	female	older_adult	4
GSE16791	GSM421665	female	older_adult	4
GSE16791	GSM421666	female	middle_adult	4
GSE17114	GSM428037	female	young_adult	4
GSE17114	GSM428038	female	adult	4
GSE17114	GSM428039	female	adult	4
GSE17114	GSM428040	female	young_adult	4
GSE17114	GSM428041	female	middle_adult	4
GSE17114	GSM428042	female	young_adult	4
GSE17114	GSM428043	female	adult	4
GSE17114	GSM428044	female	middle_adult	4
GSE17114	GSM428052	female	young_adult	4
GSE17114	GSM428053	female	young_adult	4
GSE17114	GSM428054	female	older_adult	4
GSE17114	GSM428055	female	middle_adult	4
GSE17114	GSM428056	female	young_adult	4
GSE17114	GSM428057	female	young_adult	4
GSE17114	GSM428058	female	middle_adult	4
GSE17920	GSM447615	female	old_adult	4
GSE17920	GSM447618	female	middle_adult	4
GSE17920	GSM447620	female	older_adult	4
GSE17920	GSM447621	female	adult	4
GSE17920	GSM447623	female	young_adult	4
GSE17920	GSM447627	female	older_adult	4
GSE17920	GSM447629	female	young_adult	4
GSE17920	GSM447636	female	adolescent	4
GSE17920	GSM447637	female	middle_adult	4
GSE17920	GSM447639	female	old_adult	4
GSE17920	GSM447648	female	middle_adult	4
GSE17920	GSM447649	female	young_adult	4
GSE17920	GSM447650	female	young_adult	4
GSE17920	GSM447651	female	adult	4
GSE17920	GSM447652	female	adult	4
GSE17920	GSM447653	female	middle_adult	4
GSE17920	GSM447654	female	adult	4
GSE17920	GSM447655	female	older_adult	4
GSE17920	GSM447656	female	middle_adult	4
GSE17920	GSM447657	female	young_adult	4
GSE17920	GSM447658	female	older_adult	4
GSE17920	GSM447660	female	adolescent	4
GSE17920	GSM447661	female	adult	4
GSE17920	GSM447663	female	young_adult	4
GSE17920	GSM447664	female	young_adult	4
GSE17920	GSM447669	female	young_adult	4
GSE17920	GSM447671	female	young_child	4
GSE17920	GSM447673	female	adolescent	4
GSE17920	GSM447674	female	adolescent	4
GSE17920	GSM447675	female	adolescent	4
GSE17920	GSM447676	female	adolescent	4
GSE17920	GSM447678	female	adolescent	4
GSE17920	GSM447679	female	young_adult	4
GSE17920	GSM447680	female	young_adult	4
GSE17920	GSM447681	female	adult	4
GSE17920	GSM447686	female	young_adult	4
GSE17920	GSM447691	female	adult	4
GSE17920	GSM447694	female	adult	4
GSE17920	GSM447698	female	young_adult	4
GSE17920	GSM447699	female	old_adult	4
GSE17920	GSM447704	female	middle_adult	4
GSE17920	GSM447706	female	older_adult	4
GSE17920	GSM447708	female	middle_adult	4
GSE17920	GSM447712	female	young_adult	4
GSE17920	GSM447713	female	young_adult	4
GSE17920	GSM447715	female	young_adult	4
GSE17920	GSM447719	female	middle_adult	4
GSE17920	GSM447720	female	young_adult	4
GSE17920	GSM447722	female	adult	4
GSE17920	GSM447723	female	young_adult	4
GSE17920	GSM447726	female	young_adult	4
GSE17920	GSM447733	female	young_adult	4
GSE17920	GSM447735	female	young_adult	4
GSE17920	GSM447736	female	middle_adult	4
GSE17920	GSM447737	female	adult	4
GSE18123	GSM650622	female	young_child	4
GSE18781	GSM465909	female	adult	4
GSE18781	GSM465910	female	adult	4
GSE18781	GSM465919	female	young_adult	4
GSE18781	GSM465920	female	young_adult	4
GSE18781	GSM465921	female	middle_adult	4
GSE18781	GSM465925	female	older_adult	4
GSE18781	GSM465926	female	older_adult	4
GSE18781	GSM465927	female	middle_adult	4
GSE18781	GSM465929	female	elderly	4
GSE18781	GSM465932	female	young_adult	4
GSE18781	GSM465933	female	adult	4
GSE18781	GSM465935	female	young_adult	4
GSE18781	GSM465936	female	young_adult	4
GSE18781	GSM465937	female	young_adult	4
GSE18781	GSM465938	female	middle_adult	4
GSE18781	GSM465939	female	young_adult	4
GSE18781	GSM465940	female	young_adult	4
GSE18781	GSM465941	female	young_adult	4
GSE18781	GSM465942	female	middle_adult	4
GSE18781	GSM465943	female	young_adult	4
GSE18781	GSM465944	female	young_adult	4
GSE18781	GSM465945	female	young_adult	4
GSE18781	GSM465946	female	young_adult	4
GSE18781	GSM465948	female	adult	4
GSE18781	GSM465949	female	adult	4
GSE18781	GSM465952	female	middle_adult	4
GSE18781	GSM465953	female	adult	4
GSE18781	GSM465954	female	older_adult	4
GSE18781	GSM465955	female	middle_adult	4
GSE18781	GSM465956	female	older_adult	4
GSE18781	GSM465958	female	middle_adult	4
GSE18781	GSM465959	female	middle_adult	4
GSE18781	GSM465960	female	older_adult	4
GSE18781	GSM465961	female	middle_adult	4
GSE19067	GSM471973	female	young_adult	4
GSE19067	GSM471976	female	young_adult	4
GSE19067	GSM471977	female	middle_adult	4
GSE19067	GSM471979	female	middle_adult	4
GSE19067	GSM471980	female	older_adult	4
GSE19067	GSM471983	female	older_adult	4
GSE19067	GSM471984	female	middle_adult	4
GSE19067	GSM471985	female	middle_adult	4
GSE19067	GSM471988	female	adult	4
GSE19067	GSM471989	female	young_adult	4
GSE19067	GSM471990	female	young_adult	4
GSE19067	GSM471995	female	older_adult	4
GSE19067	GSM472002	female	adolescent	4
GSE19067	GSM472007	female	adolescent	4
GSE19067	GSM472008	female	adolescent	4
GSE19069	GSM472038	female	middle_adult	2
GSE19069	GSM472053	female	middle_adult	2
GSE19069	GSM472061	female	older_adult	2
GSE19069	GSM472062	female	elderly	2
GSE19069	GSM472065	female	old_adult	2
GSE19069	GSM472067	female	old_adult	2
GSE19069	GSM472070	female	old_adult	2
GSE19069	GSM472073	female	older_adult	2
GSE19069	GSM472075	female	middle_adult	2
GSE19069	GSM472076	female	elderly	2
GSE19069	GSM472078	female	old_adult	2
GSE19069	GSM472081	female	middle_adult	2
GSE19069	GSM472082	female	middle_adult	2
GSE19069	GSM472086	female	older_adult	2
GSE19069	GSM472093	female	older_adult	2
GSE19069	GSM472100	female	old_adult	2
GSE19069	GSM472102	female	elderly	2
GSE19069	GSM472106	female	old_adult	2
GSE19069	GSM472108	female	middle_adult	2
GSE19069	GSM472114	female	older_adult	2
GSE19069	GSM472120	female	middle_adult	2
GSE19069	GSM472132	female	older_adult	2
GSE19069	GSM472140	female	older_adult	2
GSE19069	GSM472144	female	old_adult	2
GSE19069	GSM472152	female	adult	2
GSE19069	GSM472153	female	old_adult	2
GSE19069	GSM472155	female	older_adult	2
GSE19069	GSM472156	female	old_adult	2
GSE19069	GSM472162	female	older_adult	2
GSE19069	GSM472163	female	older_adult	2
GSE19314	GSM479919	female	adult	4
GSE19314	GSM479920	female	older_adult	4
GSE19314	GSM479921	female	older_adult	4
GSE19314	GSM479922	female	adult	4
GSE19314	GSM479924	female	middle_adult	4
GSE19314	GSM479925	female	young_adult	4
GSE19314	GSM479926	female	older_adult	4
GSE19314	GSM479927	female	middle_adult	4
GSE19314	GSM479928	female	middle_adult	4
GSE19314	GSM479930	female	older_adult	4
GSE19314	GSM479932	female	middle_adult	4
GSE19314	GSM479934	female	young_adult	4
GSE19314	GSM479935	female	adult	4
GSE19314	GSM479936	female	older_adult	4
GSE19314	GSM479937	female	middle_adult	4
GSE19314	GSM479938	female	middle_adult	4
GSE19314	GSM479941	female	young_adult	4
GSE19314	GSM479943	female	middle_adult	4
GSE19314	GSM479945	female	old_adult	4
GSE19314	GSM479947	female	middle_adult	4
GSE19314	GSM479949	female	adult	4
GSE19314	GSM479952	female	older_adult	4
GSE19314	GSM479953	female	middle_adult	4
GSE19314	GSM479954	female	older_adult	4
GSE19314	GSM479955	female	middle_adult	4
GSE19314	GSM479957	female	adult	4
GSE19314	GSM479962	female	middle_adult	4
GSE19314	GSM479963	female	middle_adult	4
GSE19314	GSM479964	female	middle_adult	4
GSE19314	GSM479965	female	middle_adult	4
GSE19314	GSM479966	female	middle_adult	4
GSE19314	GSM479967	female	adult	4
GSE19314	GSM479968	female	middle_adult	4
GSE19314	GSM479969	female	middle_adult	4
GSE19314	GSM479970	female	middle_adult	4
GSE19314	GSM479973	female	young_adult	4
GSE19314	GSM479975	female	middle_adult	4
GSE19314	GSM479976	female	older_adult	4
GSE19314	GSM479977	female	middle_adult	4
GSE19314	GSM479978	female	adult	4
GSE19314	GSM479982	female	adult	4
GSE19475	GSM485250	female	infant	1
GSE19475	GSM485252	female	infant	1
GSE19475	GSM485254	female	infant	1
GSE19475	GSM485255	female	infant	1
GSE19475	GSM485258	female	infant	1
GSE19475	GSM485259	female	infant	1
GSE19475	GSM485261	female	infant	1
GSE19475	GSM485262	female	infant	1
GSE19475	GSM485263	female	infant	1
GSE19475	GSM485265	female	infant	1
GSE19475	GSM485267	female	infant	1
GSE19475	GSM485269	female	infant	1
GSE19475	GSM485270	female	infant	1
GSE19475	GSM485271	female	infant	1
GSE19475	GSM485280	female	infant	1
GSE19475	GSM485281	female	infant	1
GSE19475	GSM485283	female	infant	1
GSE19475	GSM485284	female	infant	1
GSE19475	GSM485287	female	infant	1
GSE19475	GSM485288	female	infant	1
GSE19475	GSM485289	female	infant	1
GSE19475	GSM485292	female	infant	1
GSE19475	GSM485294	female	infant	1
GSE19475	GSM485296	female	infant	1
GSE19475	GSM485300	female	infant	1
GSE19475	GSM485301	female	infant	1
GSE19475	GSM485302	female	infant	1
GSE19475	GSM485303	female	infant	1
GSE19475	GSM485305	female	infant	1
GSE19475	GSM485307	female	infant	1
GSE19475	GSM485309	female	infant	1
GSE19475	GSM485310	female	infant	1
GSE19475	GSM485321	female	infant	1
GSE19475	GSM485322	female	infant	1
GSE21545	GSM892518	female	older_adult	1
GSE21545	GSM892525	female	older_adult	1
GSE21545	GSM892527	female	old_adult	1
GSE21545	GSM892530	female	old_adult	1
GSE21545	GSM892533	female	old_adult	1
GSE21545	GSM892534	female	older_adult	1
GSE21545	GSM892538	female	old_adult	1
GSE21545	GSM892539	female	old_adult	1
GSE21545	GSM892542	female	old_adult	1
GSE21545	GSM892544	female	older_adult	1
GSE21545	GSM892550	female	elderly	1
GSE21545	GSM892551	female	old_adult	1
GSE21545	GSM892553	female	elderly	1
GSE21545	GSM892565	female	old_adult	1
GSE21545	GSM892566	female	middle_adult	1
GSE21545	GSM892569	female	old_adult	1
GSE21545	GSM892572	female	elderly	1
GSE21545	GSM892576	female	old_adult	1
GSE21545	GSM892584	female	middle_adult	1
GSE21545	GSM892586	female	older_adult	1
GSE21545	GSM892587	female	elderly	1
GSE21545	GSM892592	female	elderly	1
GSE21545	GSM892596	female	old_adult	1
GSE21545	GSM892605	female	elderly	1
GSE21545	GSM892608	female	middle_adult	1
GSE21589	GSM538970	female	adult	4
GSE21589	GSM538971	female	adult	4
GSE22255	GSM554014	female	older_adult	4
GSE22255	GSM554015	female	older_adult	4
GSE22255	GSM554016	female	old_adult	4
GSE22255	GSM554017	female	older_adult	4
GSE22255	GSM554018	female	old_adult	4
GSE22255	GSM554019	female	adult	4
GSE22255	GSM554020	female	middle_adult	4
GSE22255	GSM554021	female	middle_adult	4
GSE22255	GSM554022	female	middle_adult	4
GSE22255	GSM554023	female	middle_adult	4
GSE22255	GSM554029	female	adult	4
GSE22255	GSM554034	female	old_adult	4
GSE22255	GSM554035	female	older_adult	4
GSE22255	GSM554036	female	old_adult	4
GSE22255	GSM554037	female	older_adult	4
GSE22255	GSM554038	female	older_adult	4
GSE22255	GSM554039	female	middle_adult	4
GSE22255	GSM554040	female	middle_adult	4
GSE22255	GSM554041	female	middle_adult	4
GSE22255	GSM554042	female	middle_adult	4
GSE22255	GSM554043	female	middle_adult	4
GSE22868	GSM565089	female	young_child	4
GSE22868	GSM565090	female	young_child	4
GSE22868	GSM565091	female	young_child	4
GSE22868	GSM565092	female	young_child	4
GSE22868	GSM565093	female	young_child	4
GSE22868	GSM565094	female	young_child	4
GSE22868	GSM565096	female	young_child	4
GSE22868	GSM565098	female	young_child	4
GSE22868	GSM565099	female	young_child	4
GSE22868	GSM565100	female	young_child	4
GSE22868	GSM565102	female	young_child	4
GSE23293	GSM571728	female	middle_adult	3
GSE23293	GSM571735	female	middle_adult	3
GSE23293	GSM571736	female	older_adult	3
GSE23293	GSM571738	female	old_adult	3
GSE23293	GSM571740	female	older_adult	3
GSE23293	GSM571741	female	middle_adult	3
GSE23293	GSM571744	female	middle_adult	3
GSE23293	GSM571746	female	older_adult	3
GSE23293	GSM571747	female	older_adult	3
GSE23293	GSM571748	female	middle_adult	3
GSE23293	GSM571749	female	older_adult	3
GSE23293	GSM571750	female	old_adult	3
GSE23293	GSM571751	female	older_adult	3
GSE23293	GSM571752	female	older_adult	3
GSE23293	GSM571753	female	older_adult	3
GSE23293	GSM571754	female	older_adult	3
GSE23293	GSM571755	female	middle_adult	3
GSE23293	GSM571756	female	adult	3
GSE23293	GSM571757	female	young_adult	3
GSE23293	GSM571760	female	adult	3
GSE25414	GSM624034	female	old_adult	4
GSE25414	GSM624038	female	middle_adult	4
GSE25414	GSM624039	female	elderly	4
GSE25414	GSM624041	female	older_adult	4
GSE25414	GSM624043	female	middle_adult	4
GSE25861	GSM634974	female	young_adult	4
GSE26378	GSM647529	female	infant	3
GSE26378	GSM647530	female	infant	3
GSE26378	GSM647532	female	young_child	3
GSE26378	GSM647533	female	infant	3
GSE26378	GSM647534	female	young_child	3
GSE26378	GSM647535	female	child	3
GSE26378	GSM647538	female	young_child	3
GSE26378	GSM647544	female	young_child	3
GSE26378	GSM647561	female	infant	3
GSE26378	GSM647563	female	child	3
GSE26378	GSM647564	female	child	3
GSE26378	GSM647567	female	infant	3
GSE26378	GSM647569	female	infant	3
GSE26378	GSM647572	female	young_child	3
GSE26378	GSM647573	female	infant	3
GSE26378	GSM647575	female	infant	3
GSE26378	GSM647576	female	infant	3
GSE26378	GSM647579	female	infant	3
GSE26378	GSM647582	female	young_child	3
GSE26378	GSM647585	female	child	3
GSE26378	GSM647587	female	child	3
GSE26378	GSM647588	female	child	3
GSE26378	GSM647600	female	young_child	3
GSE26378	GSM647601	female	young_child	3
GSE26378	GSM647603	female	young_child	3
GSE26378	GSM647604	female	child	3
GSE26378	GSM647605	female	young_child	3
GSE26378	GSM647606	female	infant	3
GSE26378	GSM647613	female	infant	3
GSE26378	GSM647618	female	young_child	3
GSE26378	GSM647620	female	child	3
GSE26378	GSM647623	female	young_child	3
GSE26378	GSM647624	female	young_child	3
GSE26378	GSM647625	female	young_child	3
GSE26378	GSM647627	female	young_child	3
GSE26378	GSM647629	female	young_child	3
GSE26440	GSM648592	female	young_child	2
GSE26440	GSM648593	female	infant	2
GSE26440	GSM648594	female	infant	2
GSE26440	GSM648595	female	infant	2
GSE26440	GSM648596	female	child	2
GSE26440	GSM648600	female	infant	2
GSE26440	GSM648601	female	young_child	2
GSE26440	GSM648602	female	infant	2
GSE26440	GSM648603	female	infant	2
GSE26440	GSM648606	female	infant	2
GSE26440	GSM648608	female	young_child	2
GSE26440	GSM648609	female	young_child	2
GSE26440	GSM648612	female	young_child	2
GSE26440	GSM648613	female	infant	2
GSE26440	GSM648616	female	young_child	2
GSE26440	GSM648617	female	young_child	2
GSE26440	GSM648621	female	infant	2
GSE26440	GSM648622	female	infant	2
GSE26440	GSM648624	female	young_child	2
GSE26440	GSM648626	female	young_child	2
GSE26440	GSM648627	female	young_child	2
GSE26440	GSM648634	female	young_child	2
GSE26440	GSM648642	female	young_child	2
GSE26440	GSM648645	female	infant	2
GSE26440	GSM648648	female	young_child	2
GSE26440	GSM648651	female	young_child	2
GSE26440	GSM648653	female	young_child	2
GSE26440	GSM648655	female	infant	2
GSE26440	GSM648659	female	young_child	2
GSE26440	GSM648661	female	infant	2
GSE26440	GSM648662	female	young_child	2
GSE26440	GSM648663	female	infant	2
GSE26440	GSM648664	female	infant	2
GSE26440	GSM648673	female	young_child	2
GSE26440	GSM648676	female	young_child	2
GSE26440	GSM648680	female	young_child	2
GSE26440	GSM648683	female	infant	2
GSE26440	GSM648684	female	young_child	2
GSE26440	GSM648685	female	infant	2
GSE26440	GSM648688	female	young_child	2
GSE26440	GSM648689	female	infant	2
GSE26440	GSM648690	female	infant	2
GSE26440	GSM648697	female	young_child	2
GSE26440	GSM648699	female	infant	2
GSE26440	GSM648700	female	infant	2
GSE26440	GSM648701	female	young_child	2
GSE26440	GSM648702	female	infant	2
GSE26440	GSM648706	female	infant	2
GSE26440	GSM648710	female	young_child	2
GSE26440	GSM648711	female	infant	2
GSE26440	GSM648713	female	infant	2
GSE26440	GSM648714	female	infant	2
GSE2677	GSM51701	female	infant	4
GSE2677	GSM51702	female	infant	4
GSE2677	GSM51703	female	infant	4
GSE2842	GSM60594	female	child	4
GSE2842	GSM60595	female	child	4
GSE2842	GSM60597	female	young_child	4
GSE2842	GSM60599	female	young_child	4
GSE2842	GSM60601	female	adolescent	4
GSE2842	GSM60603	female	adolescent	4
GSE28805	GSM713344	female	young_child	4
GSE28805	GSM713345	female	young_child	4
GSE28805	GSM713346	female	young_child	4
GSE28805	GSM713348	female	young_child	4
GSE28842	GSM714221	female	old_adult	4
GSE28842	GSM714224	female	older_adult	4
GSE28842	GSM714226	female	older_adult	4
GSE28842	GSM714235	female	middle_adult	4
GSE28842	GSM714241	female	middle_adult	4
GSE28842	GSM714246	female	old_adult	4
GSE28842	GSM714250	female	middle_adult	4
GSE28842	GSM714252	female	adult	4
GSE28842	GSM714253	female	adult	4
GSE28842	GSM714255	female	young_adult	4
GSE28842	GSM714258	female	older_adult	4
GSE28842	GSM714259	female	adult	4
GSE28842	GSM714264	female	middle_adult	4
GSE28842	GSM714265	female	middle_adult	4
GSE28842	GSM714271	female	adult	4
GSE28842	GSM714272	female	young_adult	4
GSE28842	GSM714275	female	middle_adult	4
GSE28842	GSM714276	female	older_adult	4
GSE28842	GSM714281	female	old_adult	4
GSE28842	GSM714283	female	older_adult	4
GSE29111	GSM720973	female	older_adult	4
GSE29111	GSM720976	female	older_adult	4
GSE29111	GSM720982	female	older_adult	4
GSE29111	GSM720991	female	older_adult	4
GSE29111	GSM720994	female	older_adult	4
GSE29111	GSM721000	female	older_adult	4
GSE29111	GSM721011	female	middle_adult	4
GSE29111	GSM721015	female	older_adult	4
GSE29111	GSM721019	female	middle_adult	4
GSE29111	GSM721023	female	older_adult	4
GSE29265	GSM723332	female	adult	4
GSE29265	GSM723334	female	middle_adult	4
GSE29265	GSM723335	female	older_adult	4
GSE29265	GSM723336	female	older_adult	4
GSE29265	GSM723338	female	middle_adult	4
GSE29265	GSM723342	female	adult	4
GSE29265	GSM723344	female	middle_adult	4
GSE29265	GSM723345	female	older_adult	4
GSE29265	GSM723346	female	older_adult	4
GSE29265	GSM723348	female	middle_adult	4
GSE29265	GSM723350	female	adolescent	4
GSE29265	GSM723351	female	young_adult	4
GSE29265	GSM723357	female	young_adult	4
GSE29265	GSM723358	female	young_adult	4
