sex	age_group	term	combined_zscore
female	adolescent	osteochondrodysplasia	1.2405328081945368
female	adolescent	primary bone dysplasia	1.1531568153949852
female	adolescent	spondyloepiphyseal dysplasia	0.6010283151802983
female	adolescent	peripheral nervous system disorder	0.8902555704123576
female	adolescent	genetic peripheral neuropathy	0.9054062547414214
female	adolescent	cerebral organic aciduria	1.0946450446097384
female	adolescent	neuromuscular disease	0.5159504834813681
female	adolescent	pyruvate metabolism disorder	0.05483145060548907
female	adolescent	inborn carbohydrate metabolic disorder	0.7437016436376513
female	adolescent	metabolic epilepsy	0.1691754495816477
female	adolescent	disorder of organic acid metabolism	0.5030548754162029
female	adolescent	inborn disorder of amino acid and other organic acid metabolism	0.2308498636552919
female	adolescent	peripheral neuropathy	0.9067113188227093
female	adolescent	carbohydrate metabolism disease	0.7415672208821728
female	adolescent	inherited organic acidemia	0.4997911749462921
female	adolescent	lysosomal storage disease	1.1331461527429154
female	adolescent	metabolic myopathy	0.5129269956134227
female	adolescent	lysosomal lipid storage disorder	1.3566905004938814
female	adolescent	non-dystrophic myopathy	-0.5556106762080931
female	adolescent	muscular lipidosis	0.43714394579055577
female	adolescent	skeletal muscle disorder	-1.2865804287389087
female	adolescent	myopathy	-1.0464517760375895
female	adolescent	disorder of fucoglycosan synthesis	0.6435651699775098
female	adolescent	congenital disorder of glycosylation-related bone disorder	0.8363919404398982
female	adolescent	pontocerebellar hypoplasia	0.23173356712991652
female	adolescent	hereditary motor neuron disease	-0.2591902822815708
female	adolescent	spinal muscular atrophy	-0.04688164860019362
female	adolescent	central nervous system malformation	-0.04322724052023895
female	adolescent	spinal cord disorder	0.30232545659532156
female	adolescent	bulbospinal muscular atrophy	0.02276734056787585
female	adolescent	posterior fossa malformation	0.5286848433753153
female	adolescent	anterior horn disorder	0.3871504186776873
female	adolescent	non-syndromic central nervous system malformation	-1.0186419876808679
female	adolescent	motor neuron disorder	-0.18022474541835162
female	adolescent	disorder of fatty acid oxidation and ketogenesis	0.75157637931425
female	adolescent	inherited fatty acid metabolism disorder	-0.4927779359435422
female	adolescent	inborn disorder of fatty acid oxidation and ketone body metabolism	-0.13902692359944438
female	adolescent	autosomal recessive congenital cerebellar ataxia	1.3572392342060338
female	adolescent	ciliopathy	0.20318553524536306
female	adolescent	autosomal recessive cerebellar ataxia	1.1640143403422119
female	adolescent	malformation of the cerebellar vermis	0.2970852048797988
female	adolescent	Joubert syndrome and related disorders	0.45809667259927056
female	adolescent	cerebellar malformation	0.48827716733400545
female	adolescent	overnutrition	0.09494094997490546
female	adolescent	nutritional disorder	0.039582201765411114
female	adolescent	obesity disorder	-0.13482594330819875
female	adolescent	syndromic genetic obesity	-0.2148265273483901
female	adolescent	syndromic retinitis pigmentosa	-1.4771625627743785
female	adolescent	genetic parenchymatous liver disease	0.10623602613600144
female	adolescent	digestive system disorder	-1.013517360638924
female	adolescent	liver disorder	0.53800805058367
female	adolescent	hepatobiliary disorder	0.5371601490340032
female	adolescent	digestive tract malformation	-0.8425471101558467
female	adolescent	gonadal disorder	-0.33589167320997254
female	adolescent	genetic endocrine growth disease	-0.5748063500200657
female	adolescent	anomaly of puberty or/and menstrual cycle of genetic origin	-1.0233742080945083
female	adolescent	46,XX disorder of gonadal development	-0.1925508466505638
female	adolescent	difference of sexual differentiation	-0.22838676632651747
female	adolescent	female reproductive system disorder	-1.040695111833199
female	adolescent	46,XX disorder of sex development	-0.7201299440220549
female	adolescent	ovarian disorder	0.4142968335919751
female	adolescent	anomaly of puberty or/and menstrual cycle	-1.0240782234956496
female	adolescent	inherited primary ovarian failure	-0.382513783885695
female	adolescent	primary ovarian failure	-0.3856684501731552
female	adolescent	retinal ciliopathy	0.004101571444295324
female	adolescent	variable age onset epilepsy	-0.34880398328096346
female	adolescent	progressive myoclonus epilepsy	-1.2004712345221364
female	adolescent	respiratory system disorder	0.10277511323665221
female	adolescent	osteogenesis imperfecta	-0.5027735117373581
female	adolescent	glycoproteinosis	-0.39809081162275656
female	adolescent	lipodystrophy	-1.5760206168019113
female	adolescent	subcutaneous tissue disorder	-1.0879854530228368
female	adolescent	genetic lipodystrophy	-1.5708814750283253
female	adolescent	primary lipodystrophy	-1.570031650442834
female	adolescent	laminopathy	0.049346073196381214
female	adolescent	glucose metabolism disease	-0.33267015452481297
female	adolescent	diabetes mellitus	-0.7475515334921256
female	adolescent	endocrine pancreas disorder	-0.59140179421966
female	adolescent	pancreas disorder	-0.387916300141964
female	adolescent	neurodevelopmental disorder	0.6597186396796931
female	adolescent	breast neoplasm	0.4464560420940577
female	adolescent	breast carcinoma	0.7215071264479073
female	adolescent	breast disorder	0.11893661325628953
female	adolescent	neoplasm of thorax	1.1668827287362147
female	adolescent	breast cancer	0.7219961615079925
female	adolescent	carcinoma	0.6253263730909142
female	adolescent	epithelial neoplasm	0.6683547606619916
female	adolescent	thoracic cancer	1.120463128867481
female	adolescent	inborn disorder of porphyrin metabolism	-0.3128645041252103
female	adolescent	porphyrin metabolism disease	-0.3154681212686546
female	adolescent	hereditary photodermatosis	-0.533471651489065
female	adolescent	Noonan syndrome and Noonan-related syndrome	-0.7090548158244041
female	adolescent	RASopathy	-0.6696806571164668
female	adolescent	lower respiratory tract disorder	0.36764798487368366
female	adolescent	respiratory system cancer	0.6193185659428098
female	adolescent	respiratory tract neoplasm	0.937513915795797
female	adolescent	lung disorder	0.3672728298923482
female	adolescent	lung neoplasm	0.7928728588178744
female	adolescent	sex-linked disease	0.1034132522218881
female	adolescent	X-linked syndromic intellectual disability	0.5948758155895364
female	adolescent	anorectal malformation	-1.0468053945208635
female	adolescent	X-linked intellectual disability	0.3217440871396279
female	adolescent	X-linked disease	0.10239441815064855
female	adolescent	syndromic anorectal malformation	-1.0600179801845453
female	adolescent	glandular cell neoplasm	0.6612545336560964
female	adolescent	adenocarcinoma	0.656488201988772
female	adolescent	intellectual disability, autosomal dominant	-0.19414251974923105
female	adolescent	neonatal epilepsy syndrome	1.281012894925542
female	adolescent	infantile epilepsy syndrome	0.5452787580072119
female	adolescent	autosomal dominant cerebellar ataxia type I	0.3126995777188537
female	adolescent	neuronal ceroid lipofuscinosis	0.7560822267358023
female	adolescent	familial osteosclerosis	-0.3894655914278683
female	adolescent	bone remodeling disease	0.17187347135376405
female	adolescent	osteopetrosis	-0.8169476809111271
female	adolescent	osteosclerosis	-0.3904657569591064
female	adolescent	autosomal anomaly	0.8453267699105576
female	adolescent	syndrome caused by partial chromosomal deletion	0.42614781906102167
female	adolescent	lissencephaly spectrum disorders	-0.13354387088640277
female	adolescent	parkinsonian disorder	-0.4312470959312191
female	adolescent	proteostasis deficiencies	-0.6216718778274611
female	adolescent	primary orthostatic hypotension	-0.3987415915384905
female	adolescent	basal ganglia disorder	-1.1962836051335142
female	adolescent	synucleinopathy	-0.14301836510945326
female	adolescent	Parkinson disease	-0.4945373483534761
female	adolescent	ocular vascular disorder	0.3817485372844896
female	adolescent	vascular disorder	-0.7921840566725031
female	adolescent	genetic central nervous system and retinal vascular disease	0.12189168950770689
female	adolescent	vitreoretinal degeneration	1.2033140804723246
female	adolescent	vitreous syneresis	1.2002195253186565
female	adolescent	inherited vitreoretinopathy	0.13096175629101756
female	adolescent	disorder of central nervous system or retinal vasculature	-0.21656457090066292
female	adolescent	neurovascular disorder	-0.7068901879955465
female	adolescent	vitreous disorder	1.1754563877266502
female	adolescent	non-acquired pituitary hormone deficiency	-0.874278915501491
female	adolescent	female infertility	-0.9098140240317195
female	adolescent	hypogonadism	-0.7645469278714256
female	adolescent	congenital hypogonadotropic hypogonadism	-0.8624914527751762
female	adolescent	keratosis	-1.3685656944895193
female	adolescent	palmoplantar keratosis	-1.8346700549147898
female	adolescent	diffuse palmoplantar keratoderma	-2.118244058036246
female	adolescent	hereditary palmoplantar keratoderma	-1.831958098807713
female	adolescent	keratinization disease	-1.3752156568854061
female	adolescent	spermatogenic failure	0.19478832634154944
female	adolescent	synostosis	-1.5525200983329819
female	adolescent	eyelid disorder	-0.5521146789636201
female	adolescent	eyelids malposition disorder	-0.834601675830415
female	adolescent	cranial malformation	-1.5293507078514337
female	adolescent	craniosynostosis	-1.5557449538822619
female	adolescent	syndromic craniosynostosis	-1.7469658658899783
female	adolescent	eye adnexa disorder	-0.7110456730827687
female	adolescent	leukodystrophy	0.6314565616220676
female	adolescent	heart conduction disease	0.7196567714363112
female	adolescent	glycogen storage disease	0.32359380318770986
female	adolescent	adrenal gland disorder	0.0885535779013747
female	adolescent	inherited bleeding disorder, platelet-type	-1.2890958846587681
female	adolescent	isolated hereditary giant platelet disorder	-1.0559253327932923
female	adolescent	blood platelet disease	-0.2709959367659466
female	adolescent	inherited thrombocytopenia	-0.0760359975184085
female	adolescent	hemorrhagic disease	-1.2144954890218023
female	adolescent	isolated constitutional thrombocytopenia	-0.9886024057278623
female	adolescent	thrombocytopenia	-0.07349395791393279
female	adolescent	methylmalonic acidemia	0.2475336880416008
female	adolescent	inherited amino acid metabolic disorder	0.20551374789421542
female	adolescent	disorder of vitamin and non-protein cofactor absorption and transport	0.45122069164648887
female	adolescent	amino acid metabolism disease	0.20678833741083763
female	adolescent	deficiency anemia	0.49028260256227546
female	adolescent	sulfur metabolism disease	0.3446990856541532
female	adolescent	disorder of metabolite absorption and transport	0.26555382953824885
female	adolescent	inherited deficiency anemia	0.48754157555697264
female	adolescent	inborn disorder of cobalamin metabolism and transport	0.43166449785024313
female	adolescent	inborn disorder of methionine cycle and sulfur amino acid metabolism	1.0787774495469438
female	adolescent	classic organic aciduria	0.6747937913735863
female	adolescent	congenital anomaly of cardiovascular system	0.5833350794086065
female	adolescent	genetic cardiac anomaly	-0.2641839924542798
female	adolescent	genetic vascular anomaly	-0.7362486448867754
female	adolescent	congenital heart malformation	0.3292817545930528
female	adolescent	congenital heart disease	1.259569062550997
female	adolescent	vascular anomaly	-0.7283478665334464
female	adolescent	corneal disorder	0.01708103703057813
female	adolescent	rheumatic disorder	0.567050942786037
female	adolescent	inborn errors of immunity	-1.5640204077685986
female	adolescent	hemophagocytic syndrome	-0.356612718754625
female	adolescent	immune system disorder	-0.9850560761060932
female	adolescent	immune deficiency disease	-1.5662843207800683
female	adolescent	genetic hemophagocytic lymphohistiocytosis	-0.3596099699164913
female	adolescent	lymphoid system disorder	-0.36965681374043247
female	adolescent	lymphatic system disorder	-0.3675337645305977
female	adolescent	non-Hodgkin lymphoma	-0.6634012387812539
female	adolescent	lymphoma	-0.6589198637932098
female	adolescent	lymphoid hemopathy	-0.6626661258660468
female	adolescent	lymphoid neoplasm	-0.6603788624601266
female	adolescent	hematopoietic and lymphoid system neoplasm	-0.5458168012757524
female	adolescent	hematopoietic and lymphoid cell neoplasm	-0.6093117581117415
female	adolescent	tumor of hematopoietic and lymphoid tissues	-0.5427998440662077
female	adolescent	aplastic anemia	0.24039127796182433
female	adolescent	inflammatory disease	-0.7975322408630879
female	adolescent	autoimmune disease	-0.14946243030635412
female	adolescent	lymphoproliferative syndrome	-2.664319840645855
female	adolescent	type IV hypersensitivity disease	-1.2008047141149287
female	adolescent	primary immunodeficiency due to a defect in adaptive immunity	-1.0874319182935734
female	adolescent	neoplastic syndrome	-0.8544183608654992
female	adolescent	hypersensitivity reaction disease	-1.242089349649785
female	adolescent	B cell deficiency	-0.15010841050665644
female	adolescent	syndromic agammaglobulinemia	1.203934296076695
female	adolescent	leukocyte disorder	-0.22515327081287156
female	adolescent	agammaglobulinemia	0.631528382307839
female	adolescent	immunodeficiency predominantly affecting antibody production	0.77823718034137
female	adolescent	immunodeficiency disease	-0.46394209861808433
female	adolescent	type 1 interferonopathy	-0.42221234797110707
female	adolescent	inherited blood coagulation disorder	-0.9453414997070401
female	adolescent	secondary glomerular disease	-1.2245759238529417
female	adolescent	glomerular disorder	-1.1338022715644522
female	adolescent	blood coagulation disease	-1.1411648926940872
female	adolescent	autoinflammatory syndrome	0.18358372361692094
female	adolescent	genetic biliary tract disease	-0.49836753406873485
female	adolescent	biliary tract disorder	-0.26976560151079493
female	adolescent	T-B- severe combined immunodeficiency	0.21862283315064884
female	adolescent	severe combined immunodeficiency	-0.8556654681260885
female	adolescent	combined immunodeficiency	-1.7785613457084282
female	adolescent	head and neck neoplasm	0.4407775902203815
female	adolescent	digestive system neoplasm	-0.3739822999825438
female	adolescent	thrombophilia	0.16099676538313767
female	adolescent	inherited thrombophilia	0.16602387538713953
female	adolescent	vitamin deficiency disorder	0.032305039662185814
female	adolescent	inborn disorder of biogenic amine metabolism and transport	1.4946803379076912
